Category,Element,Description,Industry Standard,Common Values,Source Systems,Procore Coverage,Benchmarking Use,Notes
Schedule Integration,Schedule Change Tracking,"Timestamped record of every change to every schedule activity — capturing old values, new values, author, timestamp, and reason. Critical evidence in delay disputes: who changed what and when. Change frequency per activity identifies unstable areas. Change justification quality indicates scheduling discipline. Includes field-initiated schedule update requests where subcontractors propose changes for scheduler review.","AACE 10S-90 (change documentation); DCMA","Old/new for start, finish, duration, percentage, name; reason/justification; author; timestamp","Procore (structured delta tracking); P6 Schedule Log (less structured); MS Project (compare versions)","High — structured change tracking with old/new values, timestamps, and reason field; unique audit capability",Change frequency and reason distribution reveal schedule stability and management quality,"Structured change tracking is more detailed than P6's Schedule Log. Field-initiated update requests add collaborative dimension. Reason field quality varies."
"--- LEAN & ALTERNATIVE SCHEDULING: methodologies beyond traditional CPM ---",,,,,,,,
Lean & Alternative,Last Planner System,"Collaborative scheduling methodology where the people doing the work make reliable promises. Pull Planning: trades work backward from milestones to identify handoffs and constraints. Make-Ready Planning: clearing constraints (materials, info, prerequisite work, space) before scheduling work. Percent Plan Complete (PPC): tasks completed as committed / tasks committed — the core reliability metric. Reasons for Non-Completion: root cause tracking of missed commitments.",Lean Construction Institute (LCI),"PPC >80% = healthy, >85% = world-class; Constraint types: prerequisite work, materials, equipment, labor, information, space","Touchplan; VPlanner; LeanTakt; Procore (scheduled work with showed/not-showed tracking; look-ahead tasks)","Medium — daily scheduled work logs capture plan-vs-actual with showed boolean (PPC equivalent); look-ahead tracks commitments",PPC trend is the strongest predictor of reliable schedule execution; cross-trade PPC reveals bottleneck trades,"PPC measures workflow reliability, not schedule progress. A project can be on schedule with low PPC (luck) or behind with high PPC (reliable but slow)."
Lean & Alternative,Takt Time Planning,"Fixed-rhythm scheduling where each trade moves through zones at the same pace — manufacturing flow applied to construction. Takt time = available time / number of zones. All trades match the same rhythm. Train/wagon scheduling: trades move like train cars through zones in fixed sequence at fixed intervals. Exposes bottleneck trades immediately — if one trade can't match the takt, the whole flow stops.",Lean Construction Institute; manufacturing lean principles,"Zone duration (takt) = available time / zones; all trades match same rhythm; 1-5 day takt typical","LeanTakt; VICO; custom spreadsheets; Procore (zone-based look-ahead)",Low — no native takt planning; zone-based scheduling can be approximated through look-ahead structure,Zone throughput rate and takt adherence indicate production flow health,"Growing adoption in repetitive construction (multi-family, hotels, hospitals). Reduces WIP and improves flow."
Lean & Alternative,Linear Scheduling,"Scheduling methods for repetitive or linear work where location is the primary axis. Line of Balance (LOB): graphical method showing production rate across identical units — each trade plotted as a line with slope = production rate. Time-Distance Diagram: for linear infrastructure (roads, tunnels, pipelines) with distance as the primary axis. Standard for repetitive work but not well-supported in traditional CPM tools.","AACE; common in residential and infrastructure","LOB: Y-axis=location, X-axis=time, slope=production rate; Time-Distance: X-axis=distance, Y-axis=time","Tilos (primary for linear); VICO; custom tools; P6 (limited)",None — linear scheduling requires specialized tools outside standard CPM import,"Production rate (units/day or LF/day) comparison reveals bottleneck trades across repetitive projects","P6 and MS Project cannot natively produce LOB or time-distance diagrams. Tilos is the industry standard for linear projects."
Lean & Alternative,4D/5D BIM Scheduling,"Linking 3D BIM model elements to CPM schedule activities for visual construction sequence simulation (4D) and adding cost data for time-phased cost visualization (5D). Animation shows construction progression over time. Powerful for communicating sequence to non-schedule audiences. Requires maintained links between model, schedule, and cost — high effort but high communication value.","AACE; BIM execution standards","4D = model + schedule (sequence animation); 5D = model + schedule + cost (visual earned value)","Synchro (Bentley); Navisworks; Fuzor; VICO (Trimble); Procore BIM viewer (limited)",Low — BIM viewer supports model visualization but not native 4D/5D scheduling integration,"4D model accuracy indicates coordination quality between schedule and design teams","Requires: accurate 3D model, maintained element-to-activity links, regular re-sync. 5D adds cost-loaded elements for visual earned value."
"--- STANDARD MEASURES: KPIs derived from schedule data ---",,,,,,,,
Standard Measures,Schedule Performance Index,"Earned value / planned value — the primary schedule efficiency metric. Traditional SPI = EV/PV (cost-based, converges to 1.0 at project end, masking late delivery). Earned Schedule SPI(t) = ES/AT (time-based, remains accurate throughout). Calculation: SPI = cumulative EV / cumulative PV at data date. SPI(t) is the recommended variant for construction.","PMI PMBOK; AACE 10S-90","SPI = 1.0 on schedule; <1.0 behind; >1.0 ahead; SPI(t) preferred for accuracy","Calculated from P6/MS Project; Excel",Low — requires baseline + progress + cost data combined; not natively calculated,SPI trend across updates is a leading indicator of schedule outcome,"Duration-based SPI is more meaningful for construction than cost-based. SPI(t) using Earned Schedule doesn't converge to 1.0."
Standard Measures,Baseline Execution Index,"Activities completed on or before baseline finish date / total activities completed in the period — measures execution discipline. Simpler and more intuitive than SPI. Calculation: BEI = activities finishing ≤ BL finish / all activities finishing in period.","AACE recommended practice","BEI = 1.0 all on time; <0.8 significant slippage; >0.9 healthy execution","Calculated from P6/MS Project baseline comparison; calculable from imported scheduling data",Medium — calculable from scheduling data with baseline dates and actual finish dates,BEI is easier to communicate than SPI; tracks execution discipline across projects,"More intuitive than SPI for non-schedule audiences. Requires baseline dates. DCMA 14-Point check #14."
Standard Measures,Float Erosion Rate,"Rate of total float decrease across schedule updates — reveals whether the schedule is tightening faster than planned work completion. Calculation: average TF change per update period or % of activities losing float period-over-period. Accelerating float erosion is a leading indicator of critical path expansion.","AACE 10S-90","Stable: avg TF change ≤ -2 days/update; Concerning: -5 to -10 days/update; Alarm: >-10 days/update","Calculated from P6/MS Project update comparison; calculable from scheduling change tracking data",Medium — float values tracked over time through schedule updates and change tracking,Float erosion trend indicates whether the schedule is tightening faster than expected,"Normal float erosion occurs as a project progresses. Abnormal erosion (faster than planned work completion) signals emerging risk."
Standard Measures,Milestone Adherence Rate,"Milestones completed on or before their baseline date / total milestones due to date — a high-level schedule health KPI. Focuses on key events rather than all activities. More meaningful to owners and executives than SPI or float analysis.","Custom metric; PMI PMBOK","Healthy: >80%; Concerning: 60-80%; Alarm: <60%","Calculated from P6/MS Project + baseline; calculable from imported scheduling data",Medium — milestones identified by zero duration; baseline comparison available,Milestone adherence is the executive-level schedule health metric,"Contractual milestones vs. interim milestones should be tracked separately. Contractual misses may trigger liquidated damages."
Standard Measures,Critical Activity Ratio,"Percentage of remaining activities that are critical (TF ≤ 0) — measures how much of the schedule is at risk of delay. Calculation: critical activities / total remaining activities. Rising ratio indicates schedule deterioration as parallel paths converge and recovery room shrinks.","AACE 10S-90; DCMA 14-Point Assessment","Healthy: 10-15%; Concerning: >25%; Alarm: >40%","Calculated from P6/MS Project; calculable from is_critical flag and total_float",High — is_critical flag and total_float on activities enable direct calculation,Critical ratio trend reveals whether the schedule is becoming more fragile over time,">40% critical means almost no recovery room. The ratio naturally increases toward project end."
Standard Measures,Percent Plan Complete,"Percentage of weekly commitments completed as planned — the core lean scheduling metric from the Last Planner System. Calculation: PPC = tasks completed as committed / tasks committed. Measures workflow reliability, not schedule progress. A project can be on schedule with low PPC (luck) or behind with high PPC (reliable but slow).","Lean Construction Institute","PPC >80% = healthy; >85% = world-class; <70% = workflow reliability problem","Touchplan; VPlanner; Procore (scheduled work showed/not-showed tracking)","High — daily scheduled work logs with showed boolean = PPC input; native plan-vs-actual tracking",PPC trend is the strongest predictor of reliable execution; cross-trade PPC reveals bottleneck trades,"Showed boolean on daily scheduled work is a direct PPC input. One of the few metrics capturing field execution reliability."
Standard Measures,Out-of-Sequence Rate,"Activities with progress that violates their logical predecessors / total in-progress activities — indicates schedule-to-field alignment. Calculation: out-of-sequence activities / total in-progress. High rate means the field is working in a different order than the schedule shows.","AACE 10S-90","Target: <5%; Concerning: >15%; indicates schedule logic doesn't match actual construction sequence","P6 (Retained Logic vs. Progress Override); MS Project",Low — requires CPM calculation logic; not directly calculable from imported schedule data,Out-of-sequence rate indicates schedule-to-field alignment quality,"P6 handles with Retained Logic (safer) or Progress Override (aggressive). Most specs require Retained Logic."
Standard Measures,Schedule Health Score,"Composite metric aggregating multiple quality indicators into a single score — typically based on DCMA 14-Point Assessment. Each check is binary pass/fail; total pass count produces the health score. Enables non-schedulers to understand schedule quality at a glance. Can be automated from imported schedule data for continuous monitoring.","DCMA 14-Point Assessment; AACE 10S-90","14 checks, each pass/fail; 11+ passing = healthy; 8-10 = needs improvement; <8 = poor schedule","Calculated from P6/MS Project; partially calculable from imported scheduling data",Medium — partial data available (float/relationships/constraints/durations) for automated checking,Schedule health score enables cross-project schedule quality comparison on a single scale,"Automated health scoring from imported schedule data is a high-value analytics feature. Not all checks automatable from imported data."
