Category,Element,Description,Industry Standard,Common Values,Source Systems,Procore Coverage,Benchmarking Use,Notes
Utilities,Electric Utility,"Local electric utility company providing permanent electrical service — service design review, transformer supply/placement, metering, permanent connection, energization. Utility coordination starts early — transformer location, service size, and meter configuration affect design. Active during Preconstruction (service design) and Construction (connection). Permanent power energization is a major milestone.","NEC/NFPA 70 (service entrance); local utility standards; state PUC regulations","Electric utility; power company; utility provider","Procore (daily logs, RFIs); utility company portals; design coordination tools","Low — tracked in project_vendors; RFIs may reference utility coordination; no utility service tracking",Compare utility coordination timelines and permanent power energization milestone achievement rates,"Transformer location and service size affect design. Permanent power energization eliminates temporary power cost. Cross-domain: Phases (Electrical Rough-In), Building Elements (Electrical)."
Utilities,Gas Utility,"Local gas utility providing natural gas service — service design review, gas main extension (if required), meter installation, service connection. Gas service for HVAC, domestic hot water, commercial kitchen. Active during Preconstruction and Construction. Service connection typically later in construction.","NFPA 54 (National Fuel Gas Code); local utility standards; state PUC regulations","Gas utility; gas company; gas service provider","Procore (RFIs, daily logs); utility company portals","Low — tracked in project_vendors if involved; no gas service tracking",Compare gas service connection timelines and main extension requirements across project locations,"Gas service affects HVAC system type and kitchen design. Cross-domain: Building Elements (HVAC, Plumbing)."
Utilities,Water / Sewer Authority,"Municipal authority providing domestic water and sanitary sewer service — service size determination, tap/connection permits, meter installation, water quality testing. Water service affects fire protection (hydrant flow, fire pump supply). Active during Preconstruction and Construction. Sanitary sewer capacity can limit project density.","International Plumbing Code; AWWA (water works standards); local utility standards; EPA Clean Water Act","Water authority; sewer authority; water district; municipal utility","Procore (RFIs, inspections, daily logs); utility company portals","Low — tracked in project_vendors if involved; inspections may capture utility connection approvals; no water/sewer service tracking",Compare water service connection timelines and tap fee costs across jurisdictions,"Sanitary sewer capacity can limit project density. Fire protection water supply (hydrant flow) is a design driver. Cross-domain: Building Elements (Plumbing, Site Utilities)."
Utilities,Telecom / Internet Provider,"Companies providing data, voice, and internet service — service design, conduit and fiber routing, equipment room requirements, service activation. Multiple carriers may serve the building. Active during Preconstruction and Construction. Service agreement may require conduit and room provision by contractor.","TIA-568 (cabling standards); TIA-569 (pathways); local franchise agreements","Telecom provider; ISP; carrier; fiber provider; cable company","Procore (RFIs, daily logs); carrier portals; telecom design tools","Low — tracked in project_vendors if involved; no telecom service tracking",Compare telecom infrastructure coordination timelines and multi-carrier provisioning rates,"Conduit routing and telecom room sizing are design-phase decisions. Fiber-to-building availability varies by location. Cross-domain: Building Elements (Low Voltage & Technology)."
"--- STANDARD MEASURES: KPIs and metrics derived from organizational performance tracking ---",,,,,,,,
Standard Measures,Subcontractor Count per Project,"Total number of distinct subcontractors and suppliers engaged on a project — measured from awarded subcontracts and purchase orders. Indicates project complexity and coordination burden.","AGC (project complexity metrics); PMI PMBOK","Typical range: 15-25 (small), 25-40 (mid), 40-80 (large/complex)","Procore (project_vendors, commitments); Sage 300; Viewpoint; CMiC","High — project_vendors table provides direct count of engaged vendors per project",Compare subcontractor density across project types and value bands to benchmark coordination complexity,"More subs = more coordination interfaces. Projects with 50+ subs have exponentially more coordination challenges."
Standard Measures,Trade Coverage Rate,"Percentage of project scope covered by contracted subcontractors vs. remaining unawarded scope — awarded value / estimated total value × 100. Tracks buyout progress during procurement.","AGC (procurement metrics); AACE","Expressed as percentage; target: 80-90% before mobilization; 95%+ by mid-construction","Procore (commitments vs. budget); Sage 300; Viewpoint; CMiC","High — commitments and budget modules enable buyout tracking; committed cost vs. estimated cost",Compare buyout completion rates and timelines across project types and delivery methods,"Buyout gaps late in construction create budget risk. Cross-domain: Phases (Procurement — Bidding & Buyout), Financial Instruments (Commitments)."
Standard Measures,Vendor Insurance Compliance Rate,"Percentage of project vendors with current, compliant insurance certificates on file — compliant vendors / total vendors × 100. Tracks risk exposure from uninsured or underinsured trades.","AIA A201 (insurance requirements); state insurance requirements","Expressed as percentage; target: 100%; typical: 85-95%","Procore (vendor insurance tracking); myCOI; PINS; Evident; Excel","High — company_vendor_insurances and project_vendor_insurances track certificate status and expiration",Compare insurance compliance rates across project types and identify chronically non-compliant vendor categories,"Insurance compliance is a contractual requirement. Non-compliant vendors create liability risk. Cross-domain: Financial Institutions (Insurance Broker)."
Standard Measures,Subcontractor Safety Incident Rate,"OSHA recordable incident rate per subcontractor — (number of recordable incidents × 200,000) / hours worked. Enables comparison of safety performance across trades and companies.","OSHA 29 CFR 1904 (recordkeeping); EMR (Experience Modification Rate); TRIR (Total Recordable Incident Rate)","TRIR typical: 0.5-3.0 (varies by trade); EMR typical: 0.7-1.3","Procore (observations — safety, incidents); safety management systems; OSHA logs","Medium — safety observations and incidents track events per vendor_id; hours worked not captured, limiting rate calculation",Compare safety incident rates by trade and subcontractor to identify high-risk vendors across projects,"Cross-domain: Recurring Violations (insight #11 — safety observation patterns by vendor), Resources (Trades)."
Standard Measures,Design Team Responsiveness,"Average days for design team members to respond to RFIs and review submittals — measured from RFI creation to response and submittal submission to review completion. Indicates design team engagement quality.","AIA A201 (RFI and submittal timelines); project-specific response requirements","RFI response: typical 7-14 days contractual; actual 10-21 days avg. Submittal review: typical 14-21 days; actual 14-30 days","Procore (rfis, submittals — timestamps for creation, response, review); BIM 360; Newforma","High — rfis and submittals tables have creation, due, and response timestamps enabling cycle time calculation",Compare architect and engineer responsiveness across project types to identify review bottlenecks,"Slow RFI response cascades into schedule delays. Submittal review delays cascade into procurement and fabrication. Cross-domain: Documents (RFIs, Submittals), Phases (Procurement)."
Standard Measures,Change Order Dispute Rate by Trade,"Percentage of change orders disputed or rejected by trade — disputed COs / total COs per trade × 100. Identifies which trade relationships generate the most commercial friction.","AIA A201 (change order process); AGC contract forms","Expressed as percentage; typical: 5-15% disputed; varies significantly by trade and contract type","Procore (change_events, commitment_change_orders — status fields); Sage 300; Viewpoint; CMiC","High — change_events and commitment_change_orders with status tracking enable dispute rate calculation per vendor",Compare change order dispute rates by trade across project types and contract types,"High dispute rates indicate scope definition problems or adversarial relationships. Cross-domain: Financial Instruments (Change Management), Resources (Trades)."
