Category,Element,Description,Industry Standard,Common Values,Source Systems,Procore Coverage,Benchmarking Use,Notes
Finishes & MEP Trim,Plumbing Fixtures,"Install visible plumbing fixtures — toilets, sinks, faucets, accessories, stop and waste valves, floor drain covers. Fixtures are damage-prone. Gate: plumbing fixtures complete and operational. Duration: 1-2%.","International Plumbing Code; ADA/ICC A117.1 (accessible fixtures); WaterSense (EPA efficiency)","Fixtures installed and operational; no-leak verification","Procore (punch items, daily logs, inspections); plumbing contractor systems","High — punch items (leaks, fixture alignment, trim finish) and daily logs track fixture installation",Compare plumbing fixture punch item rates and leak detection rates across project types,"High-volume punch item category. Cross-domain: Building Elements (Plumbing), Quality Issues."
Finishes & MEP Trim,Electrical Devices & Lighting,"Install visible electrical devices and light fixtures — outlets, switches, cover plates, light fixtures, exit/emergency lighting, lighting controls, panel labeling. Major visual milestone. Gate: all devices and lighting operational. Duration: 2-3%.","NEC/NFPA 70; IES (lighting design); ADA; emergency lighting codes","Devices and lighting installed; circuits verified; lighting controls programmed","Procore (punch items, daily logs); lighting control systems (Lutron, Crestron)","High — punch items (cover plate alignment, fixture finish), daily logs, commissioning checklists all active",Compare electrical device punch item rates and lighting control commissioning timelines,"Cover plates and device alignment are high-volume punch items. Lighting control programming often continues into commissioning. Cross-domain: Building Elements (Electrical)."
Finishes & MEP Trim,Fire Alarm & Detection Devices,"Install visible fire alarm devices — smoke/heat detectors, pull stations, horn/strobes, duct detectors, device addressing, panel programming. Device placement must match approved fire alarm drawings. Gate: devices complete — ready for acceptance testing. Duration: 1-2%.","NFPA 72 (fire alarm code); ADA (strobe candela and placement); IBC Chapter 9; UL 864 (panels)","Fire alarm devices installed; system addressed and communicating; ready for acceptance test","Procore (inspections, punch items, daily logs); fire alarm contractor systems; programming tools","High — inspections (device placement), punch items (alignment, labeling), commissioning checklists all active",Compare fire alarm device deficiency rates and AHJ acceptance test pass rates across building types,"AHJ acceptance test is a required milestone. Strobe candela/placement per ADA is a common deficiency. Cross-domain: Building Elements (Fire Protection)."
Finishes & MEP Trim,Low Voltage Devices,"Install visible low voltage devices — data jacks, cameras, card readers, intercoms, paging, AV equipment. Cable labeling and testing required. Gate: devices complete and tested. Duration: 1-2%.","TIA-568 (cabling); TIA-606 (labeling); BICSI (installation); manufacturer certification requirements","Devices installed; cable certified; systems communicating","Procore (daily logs, punch items); Fluke testing equipment; security integrator systems; AV integrator systems","Medium — punch items (labeling, alignment) and daily logs; cable certification not structured in Procore",Compare cable certification pass rates and integration testing timelines across project complexity,"Integration testing between security, access control, and fire alarm is complex. Late owner changes to AV/data layout are common. Cross-domain: Building Elements (Low Voltage & Technology)."
"--- COMMISSIONING & CLOSEOUT: systems testing, punch list, inspections, and turnover ---",,,,,,,,
Commissioning,Pre-Functional Testing,"Verify each system component is properly installed before energizing or flowing — equipment installation verification, valve/damper tag verification, motor rotation checks, control device calibration, breaker verification. Commissioning agent (CxA) typically leads. Gate: all systems verified ready for startup. Duration: 1-2%.","ASHRAE Guideline 0 (commissioning process); ASHRAE 202; LEED EAp1; WELL; IgCC","Pre-functional checklists complete per system; deficiency lists; equipment readiness verification","Procore (observations, inspections); Cx Alloy; FacilityONE; CxPlanner; Excel commissioning templates","Medium — observations and inspections can track commissioning checklists; no dedicated CxA module",Compare pre-functional deficiency rates and commissioning duration across building types,"Many jurisdictions now require CxA. Catches installation errors before costly startup failures. Cross-domain: Building Elements (HVAC, Plumbing, Electrical, Fire Protection, Elevators)."
Commissioning,Systems Startup,"Energize and start up individual systems for the first time — electrical energization sequence, boiler/chiller startup, pump/fan startup, fire pump acceptance test, elevator acceptance test, generator load bank test. Manufacturers require authorized rep for startup (warranty condition). Gate: all major systems operational. Duration: 1-2%.","NETA (electrical testing); ASHRAE (HVAC startup); ASME A17.1 (elevators); NFPA 20 (fire pumps); NFPA 110 (generators)","Startup reports per system; manufacturer startup certification; acceptance test reports","Procore (daily logs, inspections); manufacturer startup tools; NETA testing equipment; elevator test equipment","Low — inspections capture some startup events; no dedicated startup tracking or manufacturer certification module",Compare startup deficiency rates and time-to-first-operation across building types and MEP complexity,"Electrical energization must follow a specific safe sequence. Cross-domain: Building Elements (all MEP systems)."
Commissioning,Testing Adjusting & Balancing,"Balance air and water systems to design flow rates — air system balancing (supply, return, exhaust), hydronic balancing (chilled, hot, condenser water), sound and vibration measurement. TAB contractor typically independent third party. Gate: TAB complete and report accepted. Duration: 1-3%.","AABC (Associated Air Balance Council); NEBB (National Environmental Balancing Bureau); ASHRAE 111","TAB report; air balance report; water balance report; deficiency list","TAB contractor instruments; Procore (observations, daily logs); HVAC BAS trending; air flow measurement tools","Low — no dedicated TAB tracking; observations and daily logs capture TAB activity informally",Compare TAB deficiency rates and re-balancing frequency across building types,"Results affect occupant comfort directly. Re-balancing after tenant buildout is common. Cross-domain: Building Elements (HVAC)."
Commissioning,Integrated Systems Testing,"Verify systems work together correctly under various operating conditions — sequence of operations verification, failure mode testing, emergency power transfer, fire alarm integration, smoke control testing, elevator recall, BAS trending. Most complex commissioning phase. Gate: all integrated tests passed. Duration: 1-2%.","ASHRAE Guideline 0; NFPA 72 (fire alarm integration); NFPA 92 (smoke control); IBC Chapter 9","Integrated test reports; sequence verification reports; fire and life safety test reports; BAS trend logs","Procore (observations, inspections); BAS systems; fire alarm panels; smoke control systems; elevator controls","Low — no dedicated integrated testing module; observations can track test results informally",Compare integrated test pass rates and fire/life safety test deficiency rates across building complexity,"Tests systems interacting: fire alarm → elevator recall → smoke evacuation → emergency power. AHJ witnesses fire/life safety tests. Cross-domain: Building Elements (all systems)."
Commissioning,Performance Verification,"Confirm building performs to design intent under actual conditions — energy performance, thermal comfort, acoustics, lighting levels, indoor air quality, envelope performance. Some tests require seasonal conditions (heating vs. cooling season). Gate: performance verified and documented. Duration: 1-2%.","ASHRAE 90.1 (energy); ASHRAE 55 (thermal comfort); LEED/WELL (certification); IgCC; IECC","Performance verification report; energy model reconciliation; IEQ report; LEED/WELL documentation","Procore (observations); energy monitoring systems; IEQ test equipment; building envelope test equipment","None — no energy performance, IEQ, or building performance tracking modules",Compare energy performance (actual vs. modeled) and LEED/WELL certification rates across project types,"Required for LEED and WELL certification. Envelope commissioning increasingly required by code. Cross-domain: Project Attributes (sustainability rating)."
Closeout,Punch List,"Identify and correct remaining deficiencies before owner acceptance — architect punchlist walk, owner punchlist walk, deficiency documentation, trade-by-trade correction, re-inspection, sign-off. Typical project: 500-5,000 punch items. Paint, doors/hardware, and MEP devices consistently top categories. Gate: punch list substantially complete. Duration: 2-4%.","AIA A201 (substantial completion); AIA G704 (certificate of substantial completion)","Punch list generated; punch items corrected; architect sign-off; owner acceptance","Procore (punch items); PlanGrid; Fieldwire; BIM 360 Field; Bluebeam; Raken","High — dedicated punch_item module with workflow_status, type, trade tracking; widely adopted",Compare punch item volume per unit area and deficiency rates by trade across project types,"Most labor-intensive closeout activity. Multiple walks are normal. Cross-domain: Quality Issues (insight #4 — punch items are strongest quality signal)."
Closeout,Final Inspections & Approvals,"Secure regulatory sign-offs required for occupancy — fire marshal inspection, building department final, elevator inspection, health department, certificate of occupancy (CO), temporary CO (TCO). Gate: certificate of occupancy issued. Duration: 1-2%.","IBC/ICC (building code); NFPA (fire code); ASME A17.1 (elevators); ADA; state/local health codes","Certificate of occupancy (CO); elevator certificate; fire marshal sign-off; final inspection reports","Procore (inspections); municipal inspection portals; fire marshal scheduling systems","High — inspections module tracks AHJ inspections and hold points; inspection_items with status tracking",Compare CO milestone achievement rates and inspection failure/re-inspection rates across jurisdictions,"TCO is common when portions of work remain. Each AHJ has unique requirements. Cross-domain: Project Attributes (location drives requirements)."
Closeout,As-Built Documentation,"Compile record documents reflecting actual constructed conditions — as-built drawing markup, O&M manual compilation, warranty compilation, spare parts and attic stock delivery, equipment data sheets. Contractually required — final payment often withheld until complete. Gate: record documents delivered and accepted. Duration: 1-2%.","AIA A201 (record documents); CSI (O&M manual organization); ASHRAE Guideline 4 (O&M documentation)","As-built drawings; O&M manuals; warranty binder; spare parts inventory; equipment schedules; keying records","Procore (document management, drawings); BIM 360; PlanGrid; Bluebeam; SharePoint; Box","Medium — document management and drawing modules exist; as-built markups possible but not structured",Compare as-built documentation completion rates and delivery timelines across project types,"Quality varies enormously — digital O&M delivery increasingly expected. Cross-domain: Building Elements (all systems documented)."
Closeout,Owner Training,"Train owner's facilities staff on building systems operation and maintenance — HVAC operations, BAS, fire alarm, elevator, security, electrical distribution, plumbing. Often rushed or skipped — leads to operational problems. Gate: training complete and signed off. Duration: <1%.","ASHRAE Guideline 0 (training requirements); LEED (enhanced commissioning training credit)","Training sign-off sheets; training recordings; supplemental documentation","Procore (daily logs, action plans); training recording tools; manufacturer training programs","Low — no dedicated training tracking module; daily logs or action plans used informally",Compare training completion rates and post-occupancy warranty claim correlation across building types,"Quality of training directly affects warranty claim volume. Manufacturer reps typically conduct training. Cross-domain: Warranty & Operations."
Closeout,Contract Closeout,"Complete commercial and legal close of all contracts — final change order reconciliation, final pay application, retainage release, lien waiver collection, consent of surety, final accounting, contract close letter. Gate: all contracts formally closed. Duration: 1-3%.","AIA A201 (final payment, retainage); state lien law; UCC (Uniform Commercial Code); surety bond requirements","Final pay application approved; retainage released; all lien waivers collected; contract formally closed","Procore (commitments, pay applications, change orders); Sage 300; Viewpoint Vista; CMiC; Textura; Excel","High — commitments, pay applications, and change order modules track financial closeout; lien waiver tracking available",Compare retainage release timelines and disputed change order rates across project types,"Retainage (typically 5-10% of contract value) is a major financial event. Lien waiver collection from all tiers can be complex. Cross-domain: Financial (all cost surfaces reconciled)."
"--- POST-CONSTRUCTION: warranty period and facility transition to operations ---",,,,,,,,
Warranty & Operations,Warranty Period,"Contractor responsible for correcting defects discovered after substantial completion — warranty claim response, defect investigation, repair coordination, manufacturer warranty coordination, 11-month warranty walk. General warranty: 1 year; roofing: 10-20 years (manufacturer); structural: varies by jurisdiction. Gate: warranty expired.","AIA A201 (warranty provisions); manufacturer warranties; state statute of repose; UCC warranty","Warranty claims resolved; 11-month warranty walk report; warranty expiration documentation","Procore (observations, punch items); CMMS (Maximo, ServiceNow); facility work order systems; Excel","Low — no dedicated warranty module; observations and punch items can track defects but not warranty lifecycle",Compare warranty claim rates and 11-month walk deficiency volume across building types,"11-month walk catches items before warranty expires. Cross-domain: Quality Issues (warranty claims correlate with construction deficiency rates)."
Warranty & Operations,Seasonal Commissioning,"Verify HVAC performance across heating and cooling seasons not available during initial commissioning — heating season verification, cooling season verification, BAS setpoint optimization, energy monitoring review. Gate: all seasonal testing complete (typically 12 months post-occupancy).","ASHRAE Guideline 0 (seasonal testing); LEED EAp1 (enhanced commissioning)","Seasonal commissioning reports; optimized setpoint documentation; energy performance confirmation","BAS systems (Honeywell, Johnson Controls); energy monitoring platforms; Procore (observations — rare)","None — no commissioning or energy performance module; Procore not typically used post-construction",Compare seasonal energy performance variance and setpoint optimization outcomes across climate zones,"First full year reveals actual performance across all conditions. Cross-domain: Building Elements (HVAC)."
Warranty & Operations,Facility Transition,"Transfer operational knowledge and responsibility from construction team to facilities team — maintenance schedule establishment, spare parts inventory, vendor contact transfer, BAS access transfer, service contract establishment. Gate: facility fully transitioned to operations.","IFMA (facility management); ASHRAE Guideline 4 (O&M); BOMA (building operations)","Maintenance plan; vendor contact list; service contracts; BAS operational handoff; facility condition baseline","CMMS (Maximo, ServiceNow, Archibus); BAS systems; Procore (document handoff only); FMX; UpKeep","None — Procore is construction-phase; facility management requires dedicated CMMS/IWMS systems",Compare facility transition completeness and first-year maintenance cost across building types,"Quality of this transition determines decades of building maintenance. Poor transitions lead to deferred maintenance and premature failure. Cross-domain: all domains."
"--- STANDARD MEASURES: KPIs and metrics derived from phase tracking entities ---",,,,,,,,
Standard Measures,Phase Duration Variance,"Actual phase duration compared to baseline schedule — (actual days - planned days) / planned days × 100. Positive = behind schedule. Measured per phase and sub-phase using schedule milestones and activity completion data.","PMI PMBOK (schedule management); AACE RP 52R-06 (schedule assessment)","Expressed as percentage or days; typical range -10% to +50%; median commercial project ~+12%","Oracle P6; MS Project; Procore (schedule_task, project_dates); Asta Powerproject","Medium — schedule_task has durations; schedule_task_changes tracks deltas; project_dates has milestones",Compare phase slippage across project types and value bands to identify systematic schedule risk,"Most slippage occurs in procurement (long-lead items), enclosure (weather), and commissioning (integration complexity)."
Standard Measures,Schedule Performance Index,"Earned value metric: SPI = Earned Value / Planned Value. SPI < 1.0 = behind schedule, SPI > 1.0 = ahead. Calculated at project or phase level using weighted activity completion against the baseline schedule.","AACE RP 10S-90 (earned value); PMI PMBOK (EVM); ANSI/EIA-748 (EVMS)","SPI typically 0.7-1.2; healthy range 0.9-1.1; government projects often require formal EVM","Oracle P6 (native EVM); MS Project (EVM); Deltek; Procore (no native EVM)","Low — schedule exists but no earned value calculation; would require weighted activity completion data",Compare SPI trends across phases to identify where schedule recovery or acceleration occurs,"Government/institutional projects most likely to use formal EVM. Commercial projects rely on milestone tracking instead."
Standard Measures,Phase Milestone Compliance,"Percentage of phase transition milestones achieved on or before scheduled date — on-time milestones / total milestones × 100. Tracks critical path gates between phases.","PMI PMBOK (milestone management); AACE (schedule control)","Expressed as percentage; typical range 40-80%; top-quartile projects >75%","Oracle P6; MS Project; Procore (project_dates, schedule_task milestones); Asta Powerproject","Medium — project_dates tracks key milestones; schedule_calendar_item has calendar entries",Compare milestone hit rates across project types and identify which transitions are most frequently delayed,"Dry-in, permanent power, and CO are the most commonly tracked milestones. Late milestones cascade downstream."
Standard Measures,Phase Overlap Ratio,"Percentage of a phase's duration that overlaps with adjacent phases — overlap days / total phase days × 100. Higher overlap = more concurrent/fast-track execution. Normal for procurement to overlap with construction.","PMI PMBOK (fast tracking); AACE (schedule compression)","Ranges 0% (sequential) to 80%+ (highly fast-tracked); typical 15-40%","Oracle P6; MS Project; Procore (schedule_task); Asta Powerproject","Low — schedule tasks exist but phase-level overlap requires classification of tasks into phases",Compare fast-tracking rates across delivery methods (design-build typically higher than design-bid-build),"Fast-tracking increases rework risk when upstream phases change. Cross-domain: Rework Cost (insight #1 — design changes during construction)."
Standard Measures,RFI Density by Phase,"RFIs generated during each phase, normalized by duration (RFIs per week) or project value (RFIs per $M). Indicates information gap intensity at each project stage.","CSI (RFI process); AIA A201 (contractor RFI rights)","Typical total: 200-2,000 RFIs per project; design phase: 5-15/week; peak construction: 10-30/week","Procore (rfis); PlanGrid; BIM 360; Submittal Exchange; Newforma","High — rfis table with timestamps, status, schedule_impact, predicted_topic (ML-classified); 17,540+ cos",Compare RFI volume curves across project types to identify information-heavy phases and reduce bottlenecks,"RFI volume peaks during structure and MEP rough-in. predicted_topic enables classification without NLP. Cross-domain: Design Change Impact (insight #31)."
Standard Measures,Punch Item Density,"Punch items per unit area (per 1,000 SF) or per trade during closeout — calculated from punch item creation dates and project gross area. Indicates construction quality and closeout efficiency.","AIA A201 (substantial completion criteria); AIA G704","Typical: 0.5-5.0 items per 1,000 SF; top-3 categories: paint, doors/hardware, MEP devices","Procore (punch_item); PlanGrid; Fieldwire; BIM 360 Field","High — punch_item table with workflow_status, type_name, creation dates; 22.3M items, 5,470+ cos",Compare punch item density across project types to identify which trades drive the most closeout work,"Cross-domain: Quality Issues (insight #4 — 18 keyword categories), Rework Cost (insight #1 — punch items are trailing indicator)."
Standard Measures,Submittal Cycle Time,"Average days from submittal submission to final approval — calculated per submittal, then aggregated by trade, spec section, or phase. Longer cycles delay procurement and fabrication start.","CSI (submittal management); AIA A201 (review periods)","Typical: 14-30 days per cycle; resubmittals add 7-21 days; critical path (steel, curtain wall): 21-45 days","Procore (submittals); Submittal Exchange; Newforma; PlanGrid","High — submittals table with created_at, due_date, overdue flag, status; 8.9M+ records",Compare submittal cycle times by spec section to identify review bottlenecks across project types,"718K overdue submittals in 2-year window. Overdue submittals correlate with material delays. Cross-domain: Procurement (Submittals sub-phase)."
