Category,Element,Description,Industry Standard,Common Values,Source Systems,Procore Coverage,Benchmarking Use,Notes
Building,Occupancy Group,"IBC occupancy classification — drives code requirements for occupant load, egress, fire protection, accessibility, and special inspections. I-2 (hospitals) is the most demanding occupancy. Occupancy group determines fire sprinkler requirements, exit width, and structural importance factor.",IBC Chapter 3 (Use and Occupancy); NFPA 101,"A (Assembly), B (Business), E (Educational), F (Factory), H (High Hazard), I (Institutional), M (Mercantile), R (Residential), S (Storage), U (Utility)","Procore; Sage 300; Viewpoint Vista; CMiC; Code analysis tools; RS Means","None — not tracked in PM systems. Occupancy group lives in code analysis and permit documents","Drives egress, fire protection, accessibility, and special inspection requirements","I-2 (hospitals) is most demanding. Occupancy group determines sprinkler requirements, exit width, accessibility."
Building,Building Code Edition,"Edition of the building code adopted by the jurisdiction — affects energy, structural, and accessibility requirements. Jurisdictions adopt different editions on different timelines. Newer codes have stricter energy requirements. Some jurisdictions have significant local amendments.",IBC (2015 / 2018 / 2021 / 2024); ICC; Local amendments,"IBC 2015, IBC 2018, IBC 2021, IBC 2024, California Building Code, NYC Building Code, Local amendment",Procore; Sage 300; Viewpoint Vista; CMiC; ICC; Jurisdiction code databases; Code analysis tools,None — not tracked in PM systems. Building code edition lives in permit application and code analysis documents,Newer code editions have stricter energy requirements — affects MEP and enclosure cost,"Jurisdictions adopt different editions on different timelines. Local amendments can be significant (NYC, CA)."
Building,Fire Sprinkler Requirement,"Whether automatic fire sprinklers are required or provided — sprinkler cost is $3-8/SF but allows construction type trade-offs (increased height and area under IBC). Almost all new commercial and multi-family construction is now fully sprinklered. NFPA 13 for commercial, NFPA 13R for residential.",NFPA 13 / 13R / 13D; IBC Chapter 9,"Fully Sprinklered (NFPA 13), Partially Sprinklered, No Sprinkler Required, NFPA 13R (Residential), NFPA 13D (One/Two Family)",Procore; Sage 300; Viewpoint Vista; CMiC; Code analysis tools; RS Means,None — not tracked in PM systems. Sprinkler requirement lives in code analysis and fire protection design,Sprinkler cost ($3-8/SF) vs. construction type savings — trade-off analysis,Sprinklers allow increased height and area under IBC. Trade-off: sprinkler cost vs. structural savings.
Building,Accessibility Standard,"Applicable accessibility standard — affects interior layout, restroom count, fixture selection, and door hardware. ADA applies to all commercial and public buildings. Fair Housing Act applies to multi-family (4+ units). State codes often exceed federal ADA requirements.",ADA; Fair Housing Act (FHA); Section 504; State accessibility codes,"ADA (Federal), State Accessibility Code, Fair Housing Act (FHA), ADA + State (most common), Section 504 (Federal funding)","Procore; Sage 300; Viewpoint Vista; CMiC; Code analysis tools","None — not tracked in PM systems. Accessibility requirements live in design documents and code analysis","Affects interior layout efficiency, restroom count, and fixture/hardware selection",ADA applies to all commercial/public. FHA applies to multi-family (4+ units). State codes often exceed ADA.
--- STANDARDS: green building certification and sustainability targets. ---,,,,,,,,
Standards,LEED Certification,"LEED certification level targeted or achieved — the most widely recognized green building standard. LEED adds 2-8% to construction cost depending on level. Gold is the most common target for institutional and corporate projects. Platinum adds the most cost through high-performance envelope, renewable energy, and water reuse systems.",USGBC LEED v4 / v4.1,"None, LEED Certified, LEED Silver, LEED Gold, LEED Platinum, Pursuing (level TBD)",Procore; Sage 300; Viewpoint Vista; CMiC; USGBC; MS Excel,Low — custom field when tracked. Not a standard field in most PM systems,Sustainability benchmark — LEED level affects material and system selection cost,LEED Gold is the most common target for institutional/corporate. Platinum adds most cost. Adds commissioning and documentation requirements.
Standards,WELL Certification,"WELL Building Standard certification level — focuses on occupant health and wellness (air quality, water quality, light, fitness, comfort). Growing adoption in corporate office and multi-family. Adds operational requirements beyond construction. Newer standard than LEED with different focus areas.",International WELL Building Institute (IWBI),"None, WELL Silver, WELL Gold, WELL Platinum, Pursuing",Procore; Sage 300; Viewpoint Vista; CMiC; IWBI; MS Excel,None — not tracked in PM systems. WELL certification lives in sustainability consultant records,Emerging occupant health standard — growing adoption in corporate office and multi-family,"WELL focuses on air, water, light, fitness, comfort. Adds operational monitoring beyond construction."
Standards,Energy Code,"Energy code or standard the project must meet — becoming a bigger cost driver as standards tighten. Energy code determines insulation R-values, glazing performance, HVAC efficiency, and lighting power density. Net Zero and Passive House add significant premium (10-25%+).",ASHRAE 90.1 (2016/2019/2022); IECC (2018/2021/2024); Passive House Institute,"ASHRAE 90.1-2019, ASHRAE 90.1-2022, IECC 2021, IECC 2024, Net Zero, Passive House, Local energy code","Procore; Sage 300; Viewpoint Vista; CMiC; Energy modeling tools (eQUEST, EnergyPlus); RS Means",None — not tracked in PM systems. Energy code compliance lives in energy models and design documents,Drives MEP system design and envelope performance requirements — increasingly impacts cost,Energy code is becoming a bigger cost driver as standards tighten. Net Zero adds 10-25% premium. Envelope and HVAC most affected.
Standards,Net Zero Target,"Whether the project targets net-zero energy consumption — requires on-site renewable energy (typically solar), high-performance envelope, and ultra-efficient MEP systems. Adds 10-25% to construction cost. Growing requirement from institutional owners and ESG-driven developers.",DOE Zero Energy Ready Home; ASHRAE 90.1 Appendix G; Architecture 2030,"Yes, No",Procore; Sage 300; Viewpoint Vista; CMiC; Energy modeling tools; MS Excel,None — not tracked in PM systems. Net zero target lives in project design criteria,Emerging benchmark for high-performance buildings — adds 10-25% to construction cost,"Net zero requires PV, high-performance envelope, and efficient MEP. Growing requirement from institutional owners."
Standards,Resilience Requirements,"Special requirements for disaster resilience — essential facilities (hospitals, fire stations, EOCs) must remain operational post-disaster. Requires enhanced structural, MEP, and envelope systems beyond standard code. Flood, hurricane, seismic, blast, and storm shelter requirements each add distinct cost and design requirements.",ASCE 7 (Risk Categories); FEMA P-361 (Safe Rooms); ICC 500 (Storm Shelters),"None, Flood Zone (FEMA), Hurricane / Wind Zone, Seismic (Above Code), Essential Facility (Post-Disaster), Storm Shelter, Blast Resistance",Procore; Sage 300; Viewpoint Vista; CMiC; FEMA; USGS; RS Means; Structural engineering tools,None — not tracked in PM systems. Resilience requirements live in design criteria and code analysis,Resilience adds cost but reduces long-term risk — essential facilities have the highest requirements,"Essential facilities (hospitals, fire stations, EOCs) must remain operational post-disaster. Flood zone adds elevation and waterproofing cost."
"--- ORGANIZATION: owner, contractors, design team, and workforce characteristics. ---",,,,,,,,
Organization,Owner Type,"Type of entity that owns the project — drives procurement method, bonding requirements, and decision-making speed. Private developers prioritize speed and cost. Public owners have procurement rules and transparency requirements. Institutional owners (universities, hospitals) have long approval chains but take a long-term perspective.",None — industry categories,"Private Developer, Private Corporate (Owner-Occupied), Public – Federal, Public – State, Public – Local / Municipal, Institutional (University / Hospital System), Non-Profit, Religious","Procore; Sage 300; Viewpoint Vista; CMiC; Oracle Aconex; Owner systems; MS Excel","Medium — can be inferred from company type in vendor/company directory. No dedicated owner type field","Owner type drives procurement method, decision speed, and compliance requirements",Private developers move fast. Public owners have procurement rules. Institutional owners have long approval chains.
Organization,GC / CM Firm,"General contractor or construction manager firm name — enables contractor-level performance benchmarking across projects. With enough data: compare change order rates, schedule performance, safety records, and cost outcomes by contractor.",None — company name,"Company name (ENR Top 400 contractors, regional firms, local builders)",Procore; Sage 300; Viewpoint Vista; CMiC; Oracle Aconex; ENR Top Lists; MS Excel,High — vendor/company directory tracks GC/CM firm. Project role or contract information identifies the GC,Enables contractor-level performance benchmarking across multiple projects,Contractor performance benchmarking requires 10+ projects per firm for statistical validity. ENR Top 400 provides industry context.
Organization,Architect of Record,Architect responsible for design and construction administration — A/E firm performance significantly affects construction outcomes. Firms with higher document quality produce fewer RFIs and change orders. Architect responsiveness during CA affects submittal turnaround.,None — company name,"Company name (AIA member firms, regional and national)","Procore; Sage 300; Viewpoint Vista; CMiC; Oracle Aconex; MS Excel","Medium — can be identified from project directory or vendor list. No dedicated architect field in most PM systems","Design firm performance — compare RFI volume, change rate, and document quality by A/E firm",A/E firm performance significantly affects construction outcomes. Document quality correlates inversely with RFI and change order rates.
Organization,Number of Subcontractors,"Total count of subcontractor firms on the project — a proxy for project complexity. More subs = more coordination overhead, more meetings, more potential conflicts. A 100-sub project is fundamentally different from a 20-sub project.",None — derived from project data,"10–200+ (simple: 10-20, typical commercial: 30-60, complex healthcare: 80-200)",Procore; Sage 300; Viewpoint Vista; CMiC; Oracle Aconex; MS Excel,High — derived from vendor directory or commitment count. Vendor/subcontractor list is well-populated,Proxy for project complexity — more subs = more coordination overhead,Affected by self-perform strategy. GCs that self-perform more have fewer subs but more direct labor.
Organization,Peak Workforce,Maximum number of workers on site during peak construction — a labor intensity metric. Peak workforce / SF indicates labor density. High peak on a constrained site creates safety and logistics challenges. Peak timing typically aligns with MEP rough-in or interior finishes.,OSHA Multi-Employer Worksite Policy,"10–5000+ (typical commercial: 50-300, mega-project: 1000-5000)",Procore; Sage 300; Viewpoint Vista; CMiC; MS Excel; Daily log manpower records,Medium — can be derived from daily log manpower peak headcount. Requires manpower tracking to be active,Labor intensity metric — peak workforce / SF indicates labor density and site congestion,High peak on constrained site creates safety challenges. Peak timing typically aligns with MEP rough-in or finishes.
Organization,Self-Performed Work,"Percentage of work self-performed by the GC (not subcontracted) — affects risk profile and cost structure. Most GCs self-perform 5-15% (general conditions, concrete, carpentry). Trade-specific GCs may self-perform 40-60%. Higher self-perform = more direct labor risk but potentially higher margin.",AGC; ConsensusDocs; CFMA,"0%–60%+ (most GCs: 5-15%, specialty GCs: 40-60%)",Procore; Sage 300; Viewpoint Vista; CMiC; MS Excel; CFMA benchmarking data,None — not tracked in PM systems. Self-perform percentage lives in contract or accounting systems,Affects risk profile and margin structure — higher self-perform = more direct labor risk,"Most GCs self-perform 5-15% (GC, concrete, carpentry). Trade-specific GCs self-perform 40-60%."
"--- SCOPE & COMPLEXITY: complexity indicators, constraints, and special conditions that affect cost and risk. ---",,,,,,,,
Scope,New vs. Existing,"Whether the project involves existing structures or is entirely new — renovation content fundamentally changes cost and risk. Existing conditions discovery is the #1 source of changes on renovation projects. Asbestos, lead paint, structural deficiency, and hidden utilities are common unknowns. Must be filtered before benchmarking.",None — industry categories,"100% New Construction, Primarily New with Minor Existing, Mixed New + Renovation, Primarily Renovation with Minor New, 100% Renovation / Remodel",Procore; Sage 300; Viewpoint Vista; CMiC; Oracle Aconex; MS Excel,Low — not a standard field in most PM systems. Often embedded in project name or work type custom field,Renovation adds complexity and change risk — 2-3x change order rate vs. new construction,Renovation projects have 2-3x change order rates. Existing conditions discovery is the #1 source of changes.
Scope,Occupied During Construction,"Whether the building or adjacent spaces are occupied during construction work — adds logistics constraints, safety requirements, work hour restrictions, noise/vibration limits, and security requirements. Adds 10-25% to schedule and significant cost for temporary partitions, phased shutdowns, and after-hours work.",OSHA Multi-Employer Worksite; ICRA (Infection Control for healthcare),"Yes, No","Procore; Sage 300; Viewpoint Vista; CMiC; Oracle Aconex; MS Excel","None — not tracked in PM systems. Occupancy status lives in project description or scope documents","Occupied construction adds logistics constraints, safety requirements, and schedule restrictions","Adds 10-25% to schedule. Requires temporary partitions, phased shutdowns, and after-hours work. Healthcare ICRA requirements are especially demanding."
Scope,Phased Construction,"Whether the project is built in distinct phases with partial occupancy or turnover between phases. Each phase requires its own punch list, inspections, and turnover. Temporary barriers, life safety systems, and egress must be maintained between phases. Adds remobilization cost and schedule complexity.",None — project-specific,"Yes, No",Procore; Sage 300; Viewpoint Vista; CMiC; Oracle Aconex; MS Excel,None — not tracked in PM systems. Phasing strategy lives in project scope documents,Phased delivery adds remobilization cost and schedule complexity,Each phase needs its own punch list and inspections. Temporary barriers and life safety between phases add cost.
Scope,Fast-Track,"Whether design and construction overlap — construction starts on early packages (sitework, foundations) while later packages (MEP, interiors) are still being designed. Compresses overall schedule by 15-30% but increases RFI volume and change order rate due to incomplete design information.",CII Fast-Track Construction Research,"Yes, No",Procore; Sage 300; Viewpoint Vista; CMiC; Oracle Aconex; MS Excel,None — not tracked in PM systems. Fast-track decision lives in project delivery strategy,Fast-track compresses schedule 15-30% but increases RFI and change rate,Fast-track means construction starts before design is complete. Higher RFI and change rate. Common with CMAR and DB delivery.
Scope,Site Constraints,Notable constraints on the construction site — multiple constraints compound and fundamentally change project complexity. An urban constrained site with adjacent occupied buildings and environmental contamination is a different project than a greenfield suburban site. Site constraints drive logistics cost and methodology decisions.,None — project-specific,"Urban / Constrained Site, Adjacent Occupied Buildings, Environmental Contamination, High Water Table, Rock, Historic District, Limited Access / Staging, Noise / Vibration Restrictions, Active Operations, FAA Height Restrictions",Procore; Sage 300; Viewpoint Vista; CMiC; Oracle Aconex; MS Excel; Environmental consultants,None — not tracked in PM systems. Site constraints identified in geotechnical reports and environmental assessments,Site constraints drive logistics cost and methodology decisions — multiple constraints compound,Multiple constraints compound. Environmental contamination adds remediation cost and schedule. Urban sites limit equipment and staging.
Scope,BIM Requirement,Level of Building Information Modeling required on the project — BIM adoption level correlates with coordination quality and clash detection effectiveness. LOD 300-350 is becoming standard for commercial projects above $25M. LOD 400 for complex MEP. Digital twin for owner-operators who want lifecycle data.,AIA E203 (BIM Protocol); AGC BIM Education; LOD Specification,"None, LOD 200 (Design Coordination), LOD 300 (Construction Coordination), LOD 350 (Trade Coordination), LOD 400 (Fabrication), LOD 500 (As-Built), Full Digital Twin","Procore; Sage 300; Viewpoint Vista; CMiC; BIM platforms (Revit, Navisworks, BIM 360); MS Excel",None — not tracked in PM systems. BIM requirements live in project BIM execution plan,BIM adoption level correlates with coordination quality and reduced field conflicts,LOD 300-350 standard for commercial $25M+. LOD 400 for complex MEP. BIM investment reduces field coordination issues.
Scope,Modular / Prefab Content,Percentage of construction using off-site prefabrication or modular methods — shifts labor from field to factory. Reduces on-site workforce peak but requires earlier procurement and more detailed coordination. Factory-controlled environment typically produces higher quality. Growing trend in healthcare (bathroom pods) and hospitality (modular rooms).,Modular Building Institute (MBI); Smith Midland; Volumetric Building Companies,"None, Light Prefab (<15%: MEP racks / wall panels), Moderate Prefab (15-40%: bathroom pods / headwalls), Heavy Prefab / Volumetric Modular (>40%)","Procore; Sage 300; Viewpoint Vista; CMiC; MS Excel; Modular fabricators","None — not tracked in PM systems. Prefab strategy lives in project delivery and procurement plans","Prefab affects schedule compression, workforce peak, and quality metrics",Shifts labor from field to factory. Reduces on-site peak but requires earlier procurement. Quality typically higher.
Scope,Specialty Systems,"Notable specialty building systems that add cost, schedule, and coordination complexity — specialty systems often have proprietary vendors, long lead times, and complex commissioning requirements. A hospital with OR suites, labs, and clean rooms is fundamentally different from a standard office building.",None — type-specific,"Central Plant, Clean Room, Vivarium, Surgical Suite, Commercial Kitchen, Natatorium / Pool, Auditorium, Parking Structure, Data Center / IT, Laboratory Systems, Radiation Shielding, Pneumatic Tube, Nurse Call, DAS",Procore; Sage 300; Viewpoint Vista; CMiC; Oracle Aconex; MS Excel; Specialty system vendors,None — not tracked in PM systems. Specialty systems identified in design documents and scope narratives,Specialty systems add cost and complexity — proprietary vendors with long lead times and complex commissioning,"A hospital with OR suites, labs, and clean rooms costs 3-5x per SF more than a standard office for MEP alone."
"--- PERFORMANCE: project status, phase tracking, and earned value metrics. ---",,,,,,,,
Performance,Project Status,Current state of the project in its lifecycle — determines what data is available and how the project should be treated in benchmarks. Only closed/archived projects have final cost and schedule data. Active projects have in-progress metrics. Cancelled projects should be excluded from benchmarks.,PMI PMBOK Project Lifecycle; Procore project stages,"Pre-Construction, Active Construction, On Hold, Substantially Complete, Final Completion, Warranty Period, Closed / Archived, Cancelled",Procore; Sage 300; Viewpoint Vista; CMiC; Oracle Aconex; MS Excel,"High — dedicated project status/stage field, widely populated. Status workflow tracks lifecycle progression",Filters for active vs. historical benchmarking — only completed projects have final performance data,Only closed projects have final data. Active projects show in-progress metrics. Cancelled should be excluded from benchmarks.
Performance,Current Phase,"Current construction phase based on the phases taxonomy — enables phase-aware analytics and 'where should you be at this point' benchmarks. A project in MEP Rough-In should have a certain percentage of changes processed, RFIs closed, and submittals approved. Links to taxonomy-phases.csv.",None — derived from project activity patterns,"Preconstruction, Procurement, Mobilization, Sitework & Foundations, Structure, Building Enclosure, MEP Rough-In, Interior Rough-In, Finishes & MEP Trim, Commissioning, Closeout, Warranty & Operations",Procore; Sage 300; Viewpoint Vista; CMiC; Oracle Primavera P6; MS Project; MS Excel,"Low — no dedicated current phase field in most PM systems. Phase is inferred from schedule, activity patterns, or manual update",Links to phases taxonomy — enables phase-aware analytics and milestone tracking,Phase classification enables 'where should you be' benchmarks. Requires either manual tagging or inference from activity data.
Performance,Percent Complete,"Overall project completion percentage — multiple methods: cost-based (earned value), milestone-based, or units-based. Cost-based is most common for overall project. The gap between percent complete and percent schedule elapsed indicates schedule health.",PMI PMBOK Earned Value Management; AACE EVM,0%–100%,Procore; Sage 300; Viewpoint Vista; CMiC; Oracle Primavera P6; MS Project; MS Excel,Medium — project percent complete field exists but adoption and update frequency vary. Manual entry or derived from schedule,Compare percent complete vs. percent schedule elapsed for schedule health assessment,"Method matters: cost-based, milestone-based, or units-based produce different numbers. Always specify method."
Performance,Earned Value — CPI,Cost Performance Index — the most reliable predictor of final cost performance. Calculation: BCWP (Budgeted Cost of Work Performed) / ACWP (Actual Cost of Work Performed). CPI < 1.0 means over budget. CPI at 20% complete is the strongest predictor of final cost outcome — it rarely recovers.,PMI PMBOK EVM; AACE 10S-90; DoD EVM (ANSI 748),"0.5–1.5 (1.0 = on budget, <1.0 = over budget, >1.0 = under budget)",Procore; Sage 300; Viewpoint Vista; CMiC; Oracle Primavera P6; EVM tools; MS Excel,Low — requires both budget baseline and actual cost tracking linked to schedule. Financial module provides components but EVM calculation is manual,Core EVM metric — CPI at 20% complete is the strongest predictor of final cost outcome,CPI rarely recovers after 20% complete. Industry-validated predictive metric. Requires disciplined cost and schedule tracking.
Performance,Earned Value — SPI,Schedule Performance Index — measures schedule efficiency. Calculation: BCWP (Budgeted Cost of Work Performed) / BCWS (Budgeted Cost of Work Scheduled). SPI < 1.0 means behind schedule. Less reliable than CPI because schedule recovery is more achievable than cost recovery through acceleration and resequencing.,PMI PMBOK EVM; AACE 10S-90; DoD EVM (ANSI 748),"0.5–1.5 (1.0 = on schedule, <1.0 = behind, >1.0 = ahead)",Procore; Sage 300; Viewpoint Vista; CMiC; Oracle Primavera P6; EVM tools; MS Excel,Low — requires both schedule baseline and progress tracking linked to cost. Schedule integration provides components but EVM calculation is manual,Core EVM metric — SPI < 1.0 means behind schedule. Less predictive than CPI because schedule recovery is more achievable,SPI is less reliable than CPI as a predictor. Schedule recovery is more achievable through acceleration and overtime.
--- STANDARD MEASURES: derived KPIs and performance metrics calculated from project attributes. ---,,,,,,,,
Standard Measures,Cost Growth,"Percentage increase from contract value to final cost at completion — the most important financial performance metric in construction. Calculation: (Final Cost − Contract Value) / Contract Value × 100. Average is 4-8% for well-managed projects, 15-25% for complex renovations. Source entities: contract value, final cost at completion.",AACE Recommended Practice 10S-90; CII Benchmarking,"4-8% (well-managed), 10-15% (typical), 15-25% (complex renovation)","Procore; Sage 300; Viewpoint Vista; CMiC; Oracle Aconex; MS Excel","Medium — requires both contract value and final cost. Financial module captures budget vs. committed","The core financial performance metric — compare across project types, delivery methods, and contractors",Only available on completed projects. Must normalize by work type (new vs. renovation) and delivery method.
Standard Measures,Schedule Growth,Percentage increase from planned to actual duration — the core schedule performance metric. Calculation: (Actual Duration − Planned Duration) / Planned Duration × 100. Average is 10-20% for well-managed projects. Renovation and fast-track projects have higher schedule growth.,CII Benchmarking; PMI PMBOK,"5-10% (well-managed), 10-20% (typical), 20-40% (complex renovation)","Procore; Sage 300; Viewpoint Vista; CMiC; Oracle Primavera P6; MS Project; MS Excel","Medium — requires both planned and actual dates, which are standard project fields","Core schedule performance metric — compare across project types, delivery methods, and seasons","Must normalize by work type and delivery method. Fast-track projects have compressed planned duration, affecting growth calculation."
Standard Measures,Change Order Rate,"Total approved change order value as percentage of original contract value — measures scope stability and document quality. Calculation: Total CO Value / Original Contract Value × 100. Industry average is 5-10% for new construction, 15-25% for renovation. Low CO rate may indicate suppressed changes, not good performance.",AACE; CII Change Management Research,"3-5% (simple new), 5-10% (typical new), 10-15% (complex new), 15-25% (renovation)","Procore; Sage 300; Viewpoint Vista; CMiC; Oracle Aconex; MS Excel","High — change events and change orders tracked in financial module with structured status and cost fields","Measures scope stability and document quality — compare by delivery method, work type, and A/E firm",Low CO rate may indicate suppressed changes (scope buried in allowances) rather than good performance.
Standard Measures,RFI Density,"Number of RFIs per $1M of contract value — measures document quality and design completeness. High RFI density correlates with incomplete documents, aggressive fast-track schedule, or complex design. Calculation: Total RFI Count / (Contract Value / $1M). Source entities: RFIs, contract value.",CII Document Quality Research,"10-20 RFIs/$1M (good documents), 20-40 (typical), 40+ (poor documents or fast-track)",Procore; Sage 300; Viewpoint Vista; CMiC; Oracle Aconex; MS Excel,High — RFIs tracked with structured status workflow. Contract value from project attributes,Measures document quality and design completeness — compare by A/E firm and delivery method,High RFI density = incomplete documents or complex design. DB typically has lower RFI density than DBB.
Standard Measures,Safety Incident Rate (TRIR),"Total Recordable Incident Rate — OSHA-standard safety metric. Calculation: (Total Recordable Incidents × 200,000) / Total Labor Hours Worked. Industry average is 2.5-3.5 for commercial construction. Lower is better. Leading indicator when tracked alongside observation frequency.",OSHA 300 Log; BLS Injury Statistics,"0.5-1.0 (excellent), 1.0-2.5 (good), 2.5-3.5 (average), 3.5+ (poor)","Procore; Sage 300; Viewpoint Vista; CMiC; MS Excel; Safety platforms (iAuditor, Predictive Solutions)","Medium — safety observations and incidents tracked in PM tools. Labor hours from manpower logs. TRIR calculation is manual","Core safety metric — compare by project type, size, and contractor",Observation frequency (leading indicator) predicts TRIR (lagging indicator). Projects with higher observation rates have lower TRIR.
Standard Measures,Punch Item Density,Number of punch items per 1000 SF at substantial completion — measures overall quality of installed work. High density indicates quality issues during construction. Typical: 2-5 items per 1000 SF for well-managed projects. Paint/finish is consistently the #1 punch category.,None — industry practice,"1-2/1000 SF (excellent), 2-5 (typical), 5-10 (poor), 10+ (significant quality issues)","Procore; Sage 300; Viewpoint Vista; CMiC; PlanGrid; Fieldwire; MS Excel","High — punch items tracked with structured status, type, and location fields","Measures overall construction quality at closeout — compare by project type, GC, and trade",Paint/finish is consistently #1 punch category across all project types. High punch density correlates with longer closeout duration.
Standard Measures,Submittal Approval Rate,"Percentage of submittals approved on first submission — measures specification clarity, subcontractor preparation quality, and A/E review efficiency. Calculation: First-Submission Approvals / Total Submittals × 100. Re-submittals compound schedule delay.",None — industry practice,"70-80% first-pass (good), 60-70% (typical), <60% (poor specs or preparation)",Procore; Sage 300; Viewpoint Vista; CMiC; Oracle Aconex; MS Excel,High — submittals tracked with structured status workflow including revision tracking,Measures spec clarity and sub preparation quality — compare by division and A/E firm,Re-submittals compound schedule delay — each re-sub adds 2-4 weeks. First-pass rate correlates with document quality.
