Category,Element,Description,Industry Standard,Common Values,Source Systems,Procore Coverage,Benchmarking Use,Notes
"--- FIELD PRODUCTIVITY MEASUREMENT: structured ways to measure work output ---",,,,,,,,
Field Productivity Measurement,Field Productivity Record,"Structured measurement of field production — actual quantities produced vs. planned, by trade and activity. Distinct from daily_log_productivity (which tracks vendor-level delivery/installation) and daily_log_quantity (which tracks cost-code-level quantities). Field productivity records are designed for crew-level output tracking.","No universal standard; lean construction metrics, unit rate analysis","Crew, activity, planned quantity, actual quantity, unit, variance, notes","Procore (workforce.field_productivity — NOT READY), Rhumbix, HCSS, paper","None (Not Ready) — workforce.field_productivity exists but is not available for import. When ready, it will provide crew-level production data for unit rate analysis.","Unit production rate (quantity / man-hours); planned vs. actual; crew efficiency factor","NOT READY. Currently, productivity must be inferred from daily_log_manpower (man-hours) + daily_log_quantity (installed quantities) + daily_log_productivity (vendor quantities). Structured field productivity would close this gap."
Field Productivity Measurement,Actual Production Quantity,"Recorded measurement of work actually completed — the 'actuals' side of earned value. Tracks what was installed in the field, by scope item, providing the physical percent complete that drives payment and forecasting.","PMI PMBOK (Earned Value Management), AACE","Scope item, quantity completed, unit, measurement date, measured by","Procore (workforce.actual_production_quantities — NOT READY)","None (Not Ready) — workforce.actual_production_quantities exists but is not available.","Actual vs. budgeted quantities; production rate trends; quantity-based percent complete","NOT READY. When available, this is the authoritative 'what was actually built' signal. Currently, daily_log_quantity is the closest approximation."
Field Productivity Measurement,Budgeted Production Quantity,"Planned quantity for a scope item — the 'budget' side of production tracking. Defines how much work is expected to be installed, creating the baseline for earned-value comparison.","PMI PMBOK, AACE","Scope item, budgeted quantity, unit, source (estimate, schedule, budget)","Procore (workforce.budgeted_production_quantities — NOT READY)","None (Not Ready) — workforce.budgeted_production_quantities exists but is not available.","Budget-to-actual variance by scope item; estimate accuracy","NOT READY. When available, budget vs. actual production quantities enable true earned value at the field measurement level."
"--- TIME & MATERIAL TRACKING: T&M tickets for extra work and force account ---",,,,,,,,
Time & Material Tracking,T&M Ticket,"Time and material ticket documenting extra work performed outside the base contract — captures labor hours, equipment hours, and materials used for change work or disputed scope. T&M tickets are the contractor's documentation of actual costs for work that will be billed on a cost-plus basis. Each ticket is a daily record requiring owner or GC sign-off.","AIA A201 §7.1.3 (for cost-plus changes), contract-specific T&M provisions","One ticket per day per extra work item; status (Draft, Submitted, Approved, Disputed), total cost, approval chain","Procore (workforce.time_and_material_entries — NOT READY), paper T&M tickets, Excel tracking","None (Not Ready) — workforce.time_and_material_entries exists but is not available. When ready, provides structured T&M tracking.","T&M tickets per project; T&M cost as % of contract; approval cycle time; dispute rate","NOT READY. T&M tracking is a major pain point — disputed T&M tickets are a top source of claims. Currently tracked via paper, email, and Excel on most projects. Cross-domain: T&M costs flow into change events and change orders."
Time & Material Tracking,T&M Labor Entry,"Labor portion of a T&M ticket — worker classification, hours, rate, and total labor cost. Multiple labor entries per ticket (different workers, different rates). Classification (foreman, journeyman, apprentice) determines the billing rate per contract schedule of rates.","Contract schedule of rates, prevailing wage (if applicable)","Worker, classification, hours (regular, OT, DT), rate, total, date","Procore (workforce.time_and_material_labors — NOT READY)","None (Not Ready) — workforce.time_and_material_labors exists but is not available.","T&M labor hours by classification; T&M labor cost per ticket; average hourly rate","NOT READY. Labor is typically the largest component of T&M costs."
Time & Material Tracking,T&M Equipment Entry,"Equipment portion of a T&M ticket — equipment type, hours, rate, and total equipment cost. Equipment rates follow the contract schedule or industry published rates (Blue Book, FEMA).","Blue Book rental rates, FEMA equipment rates, contract-specific rates","Equipment type, hours, rate, total, date","Procore (workforce.time_and_material_equipments — NOT READY)","None (Not Ready) — workforce.time_and_material_equipments exists but is not available.","T&M equipment hours; equipment cost per ticket; rate compliance","NOT READY. Equipment rates are often disputed — Blue Book vs. actual rental cost."
Time & Material Tracking,T&M Material Entry,"Material portion of a T&M ticket — material description, quantity, unit cost, and total material cost. Materials must be documented with receipts or invoices. Markup on materials is governed by contract terms (typically 10-15% overhead and profit).","Contract markup provisions","Material, quantity, unit cost, total, receipt/invoice reference","Procore (workforce.time_and_material_materials — NOT READY)","None (Not Ready) — workforce.time_and_material_materials exists but is not available.","T&M material cost per ticket; material markup compliance","NOT READY. Material costs on T&M tickets require receipt documentation for audit."
"--- WORKFORCE PLANNING: scheduling and allocating labor across projects ---",,,,,,,,
Workforce Planning,Assignment,"Allocation of a worker or crew to a specific project for a date range — the workforce planning layer above daily manpower logs. Assignments represent the planned labor allocation; manpower logs record the actual. The gap between assigned and actual is a key management signal.","No standard; company-specific workforce management","Worker/crew, project, start date, end date, role, trade","Procore (workforce.assignments — NOT READY), workforce planning tools, Excel","None (Not Ready) — workforce.assignments exists but is not available. When ready, it connects workforce planning to field operations.","Planned vs. actual workforce; assignment fill rate; worker utilization across projects","NOT READY. When available, planned vs. actual workforce comparison enables capacity planning and identifies understaffing/overstaffing. Cross-domain: connects to daily_log_manpower (actual) for variance analysis."
Workforce Planning,Workforce Request,"Request for additional workers or specific trades — submitted by field teams to the home office or labor pool. Tracks the demand signal for labor that may not yet be assigned. Request status (open, filled, unfilled) indicates workforce availability.","No standard","Trade requested, quantity, project, date needed, urgency, status (open, filled, unfilled)","Procore (workforce.requests — NOT READY), workforce planning tools, email/phone","None (Not Ready) — workforce.requests exists but is not available.","Open requests by trade; time to fill; unfilled request rate","NOT READY. Workforce requests are the leading indicator of labor shortages. Unfilled requests = constraint on schedule execution."
"--- FIELD REPORTING & DISTRIBUTION: how daily data is compiled and shared ---",,,,,,,,
Field Reporting & Distribution,Daily Report Distribution,"The act of sending the completed daily log to stakeholders — tracks who received the compiled report, when it was distributed, and by whom. Distribution is a formal project management action — it makes the daily log an official project record. Some contracts require daily distribution to the owner and architect.","Contract-specific distribution requirements; AIA A201 §3.11","Distributed to: owner, architect, GC home office, project team; distribution method: email, Procore notification, printed copy","Procore (daily_log_completion — distributed flag and distributed_at timestamp)","High — daily_log_completion tracks distribution as a first-class field: distributed (BOOLEAN), distributed_at (TIMESTAMP), distributed_by_name (STRING).","Distribution rate (% of completed logs that were distributed); time from completion to distribution; projects with consistent distribution","Distribution rate is a project management discipline metric. Logs completed but not distributed have less contractual weight. Cross-domain: distribution triggers notification workflows to the project team."
"--- STANDARD MEASURES: KPIs and metrics derived from field operations data ---",,,,,,,,
Standard Measures,Daily Log Completion Rate,"Percentage of project days with completed daily logs — completed logs / total project days × 100. The single best metric for field data quality across all sections. Projects below 80% completion rate have unreliable field data. Measured from daily log header records with completion status.","No universal standard; contractually required completion on most projects","Expressed as percentage; target: 95-100%; typical: 70-90%; below 70% = unreliable data","Procore, Raken, FieldWire","High — daily_log_completion table tracks completed (BOOLEAN) and log_date. missing_day flag identifies gaps.","Compare log completion rates across project types and sizes to identify data quality thresholds for reliable benchmarking","The data quality gatekeeper for all field operations analysis. Every insight that depends on field data should filter by log completion rate. Projects with low rates produce sampling bias, not true signal."
Standard Measures,Daily Log Distribution Rate,"Percentage of completed daily logs distributed to stakeholders — distributed / completed × 100. Distribution transforms the daily log from internal notes into an official project record with contractual weight. Undistributed logs have weaker standing in disputes and claims.","Contract-specific distribution requirements; AIA A201 §3.11","Expressed as percentage; target: 100% of completed logs; typical: 80-95%","Procore, email systems, project portals","High — daily_log_completion tracks distributed (BOOLEAN), distributed_at (TIMESTAMP), distributed_by_name.","Compare distribution rates across projects and companies to identify documentation discipline","Completion without distribution = incomplete documentation. Cross-domain: distribution triggers stakeholder notification and creates the audit trail for claims."
Standard Measures,Peak Daily Headcount,"Maximum number of workers on site in a single day during the project — MAX(SUM(workers per trade per vendor) per day). Indicates project peak complexity and coordination burden. Peak headcount drives safety staffing requirements, site logistics planning, and temporary facility sizing.","OSHA staffing ratios; company safety staffing policies","Typical peaks: 50-100 (small), 100-300 (mid), 300-800 (large), 800+ (mega). Usually occurs during MEP rough-in or interior finishes.","Procore, Raken, FieldWire, site access systems","High — daily_log_manpower provides num_workers per trade/vendor/day. Aggregation yields daily totals.","Compare peak headcount relative to project size and type to benchmark coordination complexity and safety staffing needs","Peak headcount defines the project's maximum coordination complexity. Cross-domain: feeds safety staffing ratios (Safety Manager per X workers) and site logistics planning."
Standard Measures,Average Daily Headcount,"Average number of workers on site per active construction day — AVG(daily headcount) across construction days, excluding non-work days. Indicates sustained labor intensity throughout the project. More stable than peak headcount for long-term comparison.","No universal standard","Typical averages: 20-50 (small), 50-150 (mid), 150-400 (large). Varies significantly by phase.","Procore, Raken, FieldWire, timekeeping systems","High — daily_log_manpower provides daily worker counts. Aggregated over active project days.","Compare average headcount per million dollars across project types to benchmark labor intensity","More meaningful than peak for cost analysis — average × duration × loaded rate ≈ total labor cost. Cross-domain: feeds man-hours-per-million-dollars productivity metrics."
Standard Measures,Equipment Utilization Rate,"Percentage of equipment time spent operating vs. idle — operating hours / (operating + idle hours) × 100. Calculated per equipment type and per project. Low utilization indicates over-provisioning or scheduling inefficiency. High idle time drives unnecessary rental cost.","No universal standard; equipment management best practices","Expressed as percentage; typical: 40-70% for most equipment; tower cranes: 30-50%; earthwork equipment: 60-80%","Procore, Tenna, HCSS, fleet management systems","High — daily_log_equipment provides hours_operating and hours_idle per equipment per day.","Compare equipment utilization rates by type and project phase to identify over- or under-provisioned equipment","equipment_name is free text — requires keyword classification into canonical types before meaningful benchmarking. Cross-domain: feeds equipment cost analysis (idle hours × daily rate = waste)."
Standard Measures,Plan Percent Complete (PPC),"Percentage of scheduled work that was actually performed — showed / total scheduled × 100. The Last Planner System's primary reliability metric. Measures whether the weekly or daily work plan was executed as planned. No-show rate = 1 - PPC. A leading indicator of schedule reliability.","Lean Construction Institute; Last Planner System; Ballard 2000","Expressed as percentage; target: 85%+; typical: 60-75%; top performers: 80-90%","Procore, Last Planner boards, Touchplan, Excel","High — daily_log_scheduled_work provides showed (BOOLEAN) per vendor/day. Direct PPC calculation.","Compare PPC across projects and vendors to identify reliable vs. unreliable trade partners and predict schedule performance","PPC below 60% predicts schedule slippage. Vendor-level PPC identifies chronically unreliable trade partners. Cross-domain: strongest operational leading indicator for schedule performance."
Standard Measures,Delay Frequency,"Number of recorded delay events per active project month, segmented by delay type — total delays / active months. Enables comparison of delay exposure across projects, geographies, and seasons. Material, weather, and owner-directed are the three most common categories.","AACE 29R-03 (Forensic Schedule Analysis)","Typical: 2-5 delay events per month (mid-size project). Varies heavily by geography (weather) and project type.","Procore, P6 (delay activities), paper delay logs","High — daily_log_delay with delay_type (structured enum) and duration. 84K+ Material records alone.","Compare delay frequency by type across geographies and seasons to set realistic schedule contingencies","delay_type is a structured enum — zero NLP needed. Cross-domain: delay frequency × daily general conditions rate = delay cost estimate. Feeds schedule risk analysis and claims documentation."
Standard Measures,Weather Delay Rate,"Percentage of project days with weather-related delays — weather delay days / total project days × 100. Geographic and seasonal comparison metric. Combines weather observation data (conditions) with delay records (impact). Distinct from bad weather days — only counts days where weather actually stopped or significantly slowed work.","Contract-specific weather provisions; NOAA climate data for regional baselines","Expressed as percentage; typical: 5-15% of project days; varies by region (Pacific NW: 15-25%, Southwest: 3-8%, Northeast winter: 20-30%)","Procore, NOAA weather data, Davis weather stations","High — daily_log_observed_weather_condition (is_weather_delay BOOLEAN) and daily_log_delay (delay_type = Weather). Dual signal.","Compare weather delay rates across regions and seasons to calibrate schedule duration and weather contingency","Two signals: weather log is_weather_delay flag and delay log weather entries. Cross-domain: feeds schedule contingency calculation and is primary evidence for excusable delay claims."
Standard Measures,Waste Diversion Rate,"Percentage of construction waste recycled or diverted from landfill — recycled/diverted volume / total waste volume × 100. Required for LEED MR credit (50-75% target). Increasingly required by local ordinances and owner sustainability mandates. Measured from waste log entries by disposal method.","LEED MR Credit (Construction Waste Management); EPA RCRA; local waste diversion ordinances","Expressed as percentage; LEED target: 50-75%; typical: 40-60%; top performers: 75-95%","Procore, waste hauler records, LEED tracking spreadsheets","Medium — daily_log_waste provides material type and method_of_disposal. Method categorization enables diversion calculation.","Compare waste diversion rates across project types and sizes to benchmark sustainability performance","Requires method_of_disposal to distinguish recycling from landfill. Cross-domain: feeds sustainability reporting and environmental compliance documentation."
