Category,Element,Description,Industry Standard,Common Values,Source Systems,Procore Coverage,Benchmarking Use,Notes
Fire Protection,Fire Pump,"Fire pump, jockey pump, controller, and test header. Required when municipal water pressure is insufficient. Acceptance testing is code-required. Trades: sprinkler fitters, electricians.",MasterFormat 21 11 00; NFPA 20,"Electric/diesel fire pump, jockey pump, controller, test header","P6; Sage 300; Viewpoint Vista; CMiC; Procore; MS Excel",Low — submittal signal; inspection records for acceptance testing,Compare fire pump cost per GPM capacity,Distinct equipment — submittal and acceptance testing signals. Not present on all projects.
Fire Protection,Fire Alarm & Detection,"Fire alarm control panel (FACP), pull stations, smoke/heat detectors, notification appliances, and duct detectors. Code-required system with acceptance testing. Trades: electricians, low-voltage technicians.",MasterFormat 28 31 00; NFPA 72,"FACP, smoke detectors, heat detectors, pull stations, horn/strobes, duct detectors","P6; Sage 300; Viewpoint Vista; CMiC; Procore; MS Excel",High — dedicated cost codes; strong punch item signal; acceptance testing inspections,Compare fire alarm cost per device count and testing pass rates,"Device alignment and labeling are common punch items. Acceptance testing inspections are a distinct signal. Usually its own cost code."
Low Voltage & Technology,Data / Telecom Cabling,"Cat6/fiber optic cabling, patch panels, racks, and telecom rooms. Pathway coordination with electrical. Trades: low-voltage technicians.",MasterFormat 27 10 00 – 27 15 00; TIA-568,"Cat6/6A, single-mode fiber, multi-mode fiber, patch panels, racks","P6; Sage 300; Viewpoint Vista; CMiC; Procore; MS Excel",Medium — sometimes its own code; punch items for labeling and testing,Compare cabling cost per drop and data drop density per SF,Punch items for labeling and testing. Sometimes bundled with general electrical.
Low Voltage & Technology,Security Systems,"CCTV cameras, access control (card readers, controllers), and intrusion detection. Integrates with door hardware — coordination signal. Trades: low-voltage technicians.",MasterFormat 28 20 00 – 28 23 00,"IP cameras, card readers, controllers, door strikes, magnetic locks","P6; Sage 300; Viewpoint Vista; CMiC; Procore; MS Excel; Lenel; Genetec",Medium — coordination signal for door hardware integration; submittals for system design,Compare security system cost per controlled opening and camera density,Access control integrates with door hardware (Division 08) — cross-trade coordination.
Low Voltage & Technology,Audio / Visual Systems,"AV systems — displays, speakers, distributed audio, and conference room systems. Often owner-furnished / contractor-installed (OFCI). Trades: low-voltage technicians.",MasterFormat 27 40 00,"Displays, projectors, speakers, amplifiers, control systems, cabling","P6; Sage 300; Viewpoint Vista; CMiC; Procore; MS Excel",Low — submittals and punch items; often OFCI,Compare AV cost per room and AV room density by building type,Often owner-furnished / contractor-installed — procurement responsibility varies.
Low Voltage & Technology,Building Automation Devices & Wiring,"BAS field devices, sensors, actuators, and control wiring (not programming — see HVAC Controls). Different installer than the controls programmer. Trades: low-voltage technicians.",MasterFormat 25 10 00,"Temperature sensors, humidity sensors, actuators, controllers, control wiring","P6; Sage 300; Viewpoint Vista; CMiC; Procore; MS Excel; Tridium",Low — overlaps with HVAC controls in cost codes,Compare BAS device count per SF and commissioning defect rates,BAS programming vs. device installation are usually different subcontractors. Overlaps with HVAC Controls.
Low Voltage & Technology,Specialty Systems,"Nurse call, intercom, paging, distributed antenna (DAS), and clock systems. Project-type dependent — nurse call for healthcare, DAS for large buildings. Trades: low-voltage technicians.",MasterFormat 27 50 00 – 27 53 00,"Nurse call, intercom, paging, DAS, master clock, mass notification","P6; Sage 300; Viewpoint Vista; CMiC; Procore; MS Excel",Low — small scope; submittals and punch items,Compare specialty system cost by system type and building occupancy,Project-type dependent. DAS increasingly required by fire code in large buildings.
"--- INTERIOR CONSTRUCTION: Partitions, finishes, fixtures, and specialties. Highest punch item density. ---",,,,,,,,
Interiors,Metal Stud Framing,"Interior metal stud partitions, soffits, and bulkhead framing with blocking. Layout accuracy drives downstream finish quality. Trades: drywall hangers.",MasterFormat 09 22 16,"25-ga, 20-ga studs; 2.5"", 3.625"", 6"" widths; deflection track, blocking","P6; Sage 300; Viewpoint Vista; CMiC; Procore; MS Excel",Medium — usually combined with drywall in cost codes; daily log and observation signals,Compare framing cost per SF of partition by STC rating,Usually combined with drywall in cost codes. Blocking for wall-mounted items is a common coordination issue.
Interiors,Drywall / Gypsum Board,"Gypsum board installation, taping, and finishing — including specialty boards (moisture-resistant, fire-rated, abuse-resistant). Drywall damage and finish quality are top punch categories. Trades: drywall hangers, finishers.",MasterFormat 09 29 00,"Type X, moisture-resistant, abuse-resistant, shaft liner; Level 3/4/5 finish","P6; Sage 300; Viewpoint Vista; CMiC; Procore; MS Excel",High — identifiable cost codes; strong observation and punch item signals,Compare drywall cost per SF and defect rates by finish level,Strong observation and punch item signal. Drywall damage and finish quality are top punch categories.
Interiors,Interior Doors Frames & Hardware,"Interior hollow metal and wood doors, frames, and finish hardware (hinges, closers, locks, pulls). Hardware sets are complex submittals. Doors/hardware is consistently a top 3 punch item category. Trades: carpenters.",MasterFormat 08 11 00 – 08 71 00,"Hollow metal, wood, FRP doors; hollow metal, aluminum frames; mortise, cylindrical locksets; closers, hinges, pulls","P6; Sage 300; Viewpoint Vista; CMiC; Procore; MS Excel; Bluebeam",High — top 3 punch item category across all project types; detailed hardware submittals,Compare door hardware cost per door and hardware defect rate by building type,Consistently one of the top 3 punch item categories across all project types.
Interiors,Acoustic Ceilings,"Suspended acoustic ceiling grid and tile systems. Layout coordination with lighting, sprinklers, and diffusers. Trades: ceiling installers.",MasterFormat 09 51 00,"2x2, 2x4 tegular/lay-in tile; exposed grid, concealed grid; specialty panels","P6; Sage 300; Viewpoint Vista; CMiC; Procore; MS Excel",High — common punch item category; usually has cost code,Compare ceiling tile cost per SF and defect rate by tile type,Common punch item category — damaged tiles and grid alignment. RFIs for ceiling heights and clearances.
Interiors,Drywall Ceilings Soffits & Bulkheads,"Drywall ceilings, soffits, bulkheads, and light coves — non-acoustic applications. More complex framing than walls. Trades: drywall hangers, finishers.",MasterFormat 09 29 00,"Flat ceilings, soffits, bulkheads, light coves, radius ceilings","P6; Sage 300; Viewpoint Vista; CMiC; Procore; MS Excel",Medium — lumped with general drywall; RFIs for dimensions,Compare soffit/bulkhead cost per LF,RFIs for dimensions and detailing. Lumped with general drywall in cost codes.
Interiors,Paint & Wall Coatings,"Interior painting, primer, specialty coatings, stain, and clear finishes. Paint/finish is the #1 punch item category universally — touch-ups and color inconsistency dominate closeout. Trades: painters.",MasterFormat 09 91 00; MPI,"Latex paint, epoxy, urethane, stain, primer; Levels 1-5","P6; Sage 300; Viewpoint Vista; CMiC; Procore; MS Excel",High — #1 punch item category universally; almost always its own cost code,Compare paint cost per SF and touch-up punch item rate by building type,Paint/finish is the #1 punch item category universally. Extremely strong signal.
Interiors,Wallcovering,"Vinyl wallcovering, specialty wall finishes, and wall protection (corner guards, crash rails). Common in healthcare and hospitality. Trades: painters, specialty installers.",MasterFormat 09 72 00 / 10 26 00,"Vinyl wallcovering, fabric wallcovering, corner guards, crash rails, chair rails","P6; Sage 300; Viewpoint Vista; CMiC; Procore; MS Excel",Low — sometimes under paint code; punch items for seams and adhesion,Compare wallcovering cost per SF and defect rate by material type,Punch items for seams and adhesion failures. Project-type dependent.
Interiors,Floor Tile & Stone,"Ceramic, porcelain, and natural stone tile for floors and walls — including setting materials and grout. Cracked tiles, grout, and lippage are common punch items. Trades: tile setters.",MasterFormat 09 30 00,"Ceramic, porcelain, marble, granite, limestone; thinset, grout, waterproofing","P6; Sage 300; Viewpoint Vista; CMiC; Procore; MS Excel; Bluebeam",High — strong punch item signal; dedicated cost codes; submittals specify exact product,Compare tile cost per SF and defect rate by material type,Strong punch item signal — cracked tiles and grout issues. Submittals specify exact tile product.
Interiors,Carpet & Resilient Flooring,"Carpet (broadloom, tile), VCT, LVT, rubber, and sheet vinyl with resilient base. Seams, transitions, and base are frequent closeout items. Trades: floor installers.",MasterFormat 09 68 00,"Carpet tile, broadloom, LVT, VCT, rubber, sheet vinyl, resilient base","P6; Sage 300; Viewpoint Vista; CMiC; Procore; MS Excel",High — common punch item category; dedicated cost codes,Compare flooring cost per SF by material type and defect rates,Common punch item category. Seams and transitions are frequent closeout items.
Interiors,Specialty Flooring,"Polished concrete, epoxy, terrazzo, and resinous flooring. Project-type dependent — common in industrial, healthcare, and education. Trades: specialty installers.",MasterFormat 03 35 00 / 09 67 00,"Polished concrete, epoxy, terrazzo, urethane, MMA","P6; Sage 300; Viewpoint Vista; CMiC; Procore; MS Excel",Medium — usually its own code when present; submittals for system specs,Compare specialty flooring cost per SF by system type,Project-type dependent. Surface prep is critical — failures trace to poor subfloor preparation.
Interiors,Casework & Millwork,"Cabinets, countertops, shelving, built-in furniture, and wood trim (base/crown molding). High punch item rate — scratches, chips, alignment, and door adjustment. Trades: carpenters.",MasterFormat 06 20 00 – 12 30 00,"Plastic laminate casework, wood veneer, solid surface counters, stone counters, wood trim","P6; Sage 300; Viewpoint Vista; CMiC; Procore; MS Excel; Bluebeam",High — strong punch item signal; dedicated cost codes,Compare casework cost per LF and defect rate by material type,"High punch item rate — scratches, chips, alignment, and door adjustment are common closeout items."
Interiors,Countertops,"Solid surface, stone, quartz, and plastic laminate countertops. Templated after casework installation — template-to-install cycle is a schedule constraint. Trades: specialty installers.",MasterFormat 12 36 00,"Quartz, granite, marble, solid surface, plastic laminate","P6; Sage 300; Viewpoint Vista; CMiC; Procore; MS Excel",Medium — often under casework code; submittals specify exact product,Compare countertop cost per LF by material type,Submittals specify exact product and color. Template-to-fabrication lead time.
Interiors,Toilet Accessories & Specialties,"Toilet partitions, accessories (paper holders, grab bars, soap dispensers), mirrors, and signage. High punch item rate — installation alignment, missing items, and damage. Trades: carpenters, general laborers.",MasterFormat 10 21 00 – 10 28 00; ADA Standards,"Toilet partitions, grab bars, paper holders, soap dispensers, mirrors, dryers","P6; Sage 300; Viewpoint Vista; CMiC; Procore; MS Excel",High — strong punch item signal; dedicated cost codes,Compare accessory defect rate per restroom count,High punch item rate — installation alignment and missing items are common closeout issues.
Interiors,Signage & Wayfinding,"Room signs, directional signs, code-required signs, and ADA signage. Late-project scope — often last items installed before occupancy. Trades: specialty installers.",MasterFormat 10 14 00; ADA Standards,"Room ID signs, directional, code-required exit signs, ADA tactile signs","P6; Sage 300; Viewpoint Vista; CMiC; Procore; MS Excel",Low — punch items for incorrect or missing signs; submittals for sign schedule,Compare signage cost per sign and defect rate,Usually late project. Punch items for incorrect or missing signs. ADA compliance is key.
"--- CONVEYING SYSTEMS: Elevators and vertical transportation. ---",,,,,,,,
Elevators,Elevator Car & Hoistway,"Passenger, service, and freight elevator cars — hoistway doors, cab finishes, and controls. Elevator installation is a major scheduling milestone. Long lead time item. Trades: elevator mechanics.",MasterFormat 14 20 00; ASME A17.1,"Traction passenger, hydraulic, MRL, service, freight elevators","P6; Sage 300; Viewpoint Vista; CMiC; Procore; MS Excel; Otis/Schindler/KONE/TK",High — dedicated cost codes; strong submittal signal; major schedule milestone,Compare elevator cost per floor served and installation duration,Elevator installation is a major scheduling milestone. Punch items for cab finishes and door operation.
Elevators,Elevator Machinery & Controls,"Traction machines, hydraulic units, motor controllers, and dispatching systems. Acceptance testing/inspection by authority having jurisdiction (AHJ) is required. Trades: elevator mechanics.",MasterFormat 14 20 00; ASME A17.1,"Gearless traction, geared traction, hydraulic power unit, MRL drives, controllers","P6; Sage 300; Viewpoint Vista; CMiC; Procore; MS Excel",Medium — under general elevator code; acceptance testing inspections,Compare elevator machinery maintenance cost by type,Acceptance testing by AHJ is required before occupancy. Inspection records are a distinct signal.
"--- SITEWORK: Exterior site improvements and hardscape. ---",,,,,,,,
Site Improvements,Paving,"Asphalt and concrete paving for parking lots, access roads, and loading areas. Temperature-sensitive installation (asphalt). Trades: equipment operators, general laborers.",MasterFormat 32 12 00 – 32 13 00,"Asphalt, concrete paving, pervious concrete, pavers; base course, geotextile","P6; Sage 300; Viewpoint Vista; CMiC; Procore; MS Excel; HeavyBid",Medium — under sitework code; daily log notes capture paving activities,Compare paving cost per SF by surface type,Daily log notes for paving activities. Temperature and weather dependencies.
Site Improvements,Sidewalks & Curbs,"Concrete sidewalks, curbs, gutters, ADA ramps, and pavers. ADA compliance is a common observation and punch item trigger. Trades: concrete workers.",MasterFormat 32 16 00; ADA Standards,"Concrete sidewalks, curb and gutter, ADA detectable warning pavers","P6; Sage 300; Viewpoint Vista; CMiC; Procore; MS Excel",Medium — under sitework code; ADA observations and punch items,Compare sidewalk cost per LF and ADA compliance defect rate,ADA compliance observations and punch items are a common signal.
Site Improvements,Landscaping & Irrigation,"Trees, shrubs, ground cover, turf, and irrigation systems. Usually one of the last exterior scopes. Plant survival warranty (typically 1 year) extends beyond project completion. Trades: landscape contractors.",MasterFormat 32 90 00,"Trees, shrubs, sod, seed, mulch, irrigation pipe, drip, spray heads, controllers","P6; Sage 300; Viewpoint Vista; CMiC; Procore; MS Excel",Medium — usually its own cost code; punch items for plant survival and irrigation,Compare landscaping cost per SF of site area and plant replacement rates,Punch items for plant survival and irrigation coverage. Warranty extends beyond project completion.
Site Improvements,Site Lighting,"Parking lot and pathway lighting — poles, bollard lights, and site electrical. Coordinates with site electrical underground. Trades: electricians.",MasterFormat 26 56 00 / 32 00 00,"Light poles, bollard fixtures, LED site lights, photocells","P6; Sage 300; Viewpoint Vista; CMiC; Procore; MS Excel; AGi32",Low — sometimes under electrical; sometimes under sitework,Compare site lighting cost per parking space and fixture density,Sometimes under electrical code; sometimes under sitework — inconsistent categorization.
Site Improvements,Fencing & Gates,"Chain link, ornamental, and security fencing with gates and barriers. Small scope on most projects. Trades: fence contractors.",MasterFormat 32 31 00,"Chain link, ornamental aluminum, steel picket, slide gates, swing gates","P6; Sage 300; Viewpoint Vista; CMiC; Procore; MS Excel",Low — small scope; under sitework code,Compare fencing cost per LF by type,Small scope. Usually under general sitework cost code.
"--- STANDARD MEASURES: KPIs and metrics derived from building element entities. Cross-domain composites do NOT go here. ---",,,,,,,,
Standard Measures,Cost per SF by System,"Total cost of each building system divided by gross building area (SF). The primary unit cost benchmark for comparing systems across projects. Calculation: system cost / gross SF. Source: budget line items, cost codes, building area.",AACE; RSMeans,"$5-$50/SF depending on system (structure $15-35, MEP $30-60, finishes $10-25)","P6; Sage 300; Viewpoint Vista; CMiC; Procore; MS Excel; RSMeans",Medium — depends on cost code granularity and financial tool adoption,Core benchmark — compare system cost/SF across project types and regions,Not all customers have financial tools. Exclude projects without cost data from benchmarks.
Standard Measures,Punch Item Rate by Element Category,"Count of punch items per unit area (per 1000 SF) or per unit count (per door, per fixture) for each element category. Tracks closeout quality. Calculation: punch count / area or unit count. Source: punch items, building area.",N/A,"5-50 items per 1000 SF depending on element; doors 0.5-2 per door; fixtures 0.3-1 per fixture","Procore; PlanGrid; Fieldwire; BIM 360",High — punch items are the strongest field signal for element quality,Compare punch item density across projects to identify quality outliers,Validated 18-category keyword clustering on punch item names. 0% null on name field.
Standard Measures,RFI Density by System,"Count of RFIs per system per million dollars of contract value. Tracks design coordination complexity. Calculation: RFI count / (contract value / $1M). Source: RFIs, contract value.",N/A,"10-100 RFIs per $1M depending on system; structural and MEP generate the most","Procore; PlanGrid; BIM 360; Submittal Exchange",Medium — RFI predicted_topic enables system mapping,Compare RFI density to identify systems with higher design uncertainty,ML-classified RFI topic taxonomy (176 topics) enables mapping to building systems without NLP.
Standard Measures,Observation Rate by Element,"Count of quality/safety observations per unit area or per system. Tracks field issue frequency. Calculation: observation count / area. Source: observations, building area.",N/A,"1-20 observations per 1000 SF; envelope and finishes generate the most","Procore; BIM 360; Fieldwire",Medium — keyword clustering enables element mapping,Compare observation rates to identify high-risk elements by project type,18-category keyword clustering validated. Category filter (Quality vs. Safety) segments the data.
Standard Measures,Submittal Cycle Time by System,"Average days from submittal creation to final approval for each system. Tracks procurement timeline performance. Calculation: avg(approval_date - created_date) by system. Source: submittals.",N/A,"14-60 days typical; curtain wall, structural steel, elevators among longest","Procore; PlanGrid; Submittal Exchange; BIM 360",Medium — submittals exist but system mapping requires spec section or keyword,Compare submittal cycle times to identify procurement bottlenecks,Overdue submittals (718K records) are a signal for procurement delays.
Standard Measures,Coordination Issue Density,"Count of coordination issues per system or trade per million dollars. Tracks MEP/architectural coordination complexity. Calculation: issue count / (contract value / $1M). Source: coordination issues, contract value.",N/A,"5-30 issues per $1M; MEP-heavy buildings generate the most","Procore; BIM 360; Navisworks; Revit; Solibri",Medium — dedicated table exists with issue type classification,Compare coordination issue density across projects and systems,MEP-heavy. Issue types (Clash, Coordination, Design Review) provide structured categorization.
