Category,Element,Description,Industry Standard,Common Values,Source Systems,Procore Coverage,Benchmarking Use,Notes
Concrete,Concrete,"All cast-in-place and precast concrete — the most common structural material in construction. Types: ready-mix concrete (normal weight, lightweight, high-strength, SCC, fiber-reinforced), precast structural (hollow core plank, double tees, beams, columns), precast architectural (panels, trim, ornamentation), concrete accessories (formwork, ties, chairs, embeds, anchors, waterstops), and admixtures/curing compounds. Mix design submittals are a key deliverable. Pour records tracked in daily logs.",CSI MasterFormat 03 00 00; ACI 301; ACI 318; ASTM C94,"Ready-Mix, Lightweight, High-Strength, SCC, Fiber-Reinforced, Precast Structural, Precast Architectural, Admixtures","Procore; Sage 300; Viewpoint Vista; CMiC; MS Excel; Concrete suppliers; BIM (Revit/Tekla); HCSS","Medium — submittals capture mix designs; daily log delivery and productivity capture pour records; cost codes under Division 03",Compare concrete cost per CY and pour cycle time by structural system and project type,"Mix design submittals are universal. Pour records in daily logs are a strong production signal. Precast requires shop drawing submittals. Accessories are consumed materials — rarely formally submitted."
Reinforcing,Rebar & Reinforcing,"All concrete reinforcement — deformed bars, welded wire, post-tensioning, and mechanical couplers. Rebar (#3 through #18 deformed bars, epoxy coated), welded wire fabric (WWF/WWR for slabs), post-tensioning (PT strand, anchors, ducts, grout — specialty sub), and couplers/splices (mechanical rebar couplers, threaded inserts). Rebar shop drawings are standard submittals. Tonnage and placement rate drive schedule.",CSI MasterFormat 03 20 00; ACI 318; CRSI Manual of Standard Practice,"Rebar #3–#18, Epoxy-Coated, WWF/WWR, PT Strand, Mechanical Couplers","Procore; Sage 300; Viewpoint Vista; CMiC; MS Excel; Rebar fabricators; BIM (Revit/Tekla); ASA","Medium — submittals capture shop drawings; daily log delivery tracks rebar deliveries; cost codes under Division 03",Compare rebar tonnage per CY of concrete by structural system and seismic zone,"Rebar shop drawings are standard submittals on every concrete project. Post-tensioning is a separate specialty sub with its own submittals. Seismic zones drive rebar density."
Structural Metals,Structural Steel & Metals,"All structural and miscellaneous steel and metal fabrications. Structural steel (wide flange, HSS, angles, channels, plates), steel deck (composite, non-composite, and roof deck), connection hardware (bolts, welds, base plates, shear studs), miscellaneous metals (loose lintels, angles, embed plates), metal fabrications (stairs, railings, ladders, grating, bollards), and ornamental metals (decorative railings, screens, canopies). Shop drawing submittals with connection details are a major coordination effort.",CSI MasterFormat 05 00 00; AISC 360; AWS D1.1; SDI,"Wide Flange, HSS, Angles, Composite Deck, Roof Deck, Misc Metals, Stairs, Railings, Bollards, Ornamental","Procore; Sage 300; Viewpoint Vista; CMiC; MS Excel; Tekla; SDS/2; Fabsuite; BIM (Revit)","Medium — submittals capture shop drawings; daily log delivery tracks steel deliveries; cost codes under Division 05",Compare structural steel cost per ton and erection rate by building type and height,"Steel connection details generate heavy RFI activity — a leading indicator of structural complexity. Misc metals coordinate with nearly every other trade."
Wood & Composites,Lumber & Wood,"All wood and composite products — dimensional lumber, engineered wood, and sheathing. Dimensional lumber (studs, joists, blocking, plates), engineered wood (LVL, glulam, TJI, CLT, PSL), and sheathing/panels (plywood, OSB, cementitious board). Engineered wood products require submittals. Mass timber (CLT, glulam) is a growing structural system. Less formal submittal requirements than steel or concrete for conventional framing.",CSI MasterFormat 06 00 00 – 06 17 00; AWC NDS; APA,"Dimensional Lumber, LVL, Glulam, CLT, PSL, TJI, Plywood, OSB, Cementitious Board","Procore; Sage 300; Viewpoint Vista; CMiC; MS Excel; BIM (Revit); Lumber suppliers","Medium — submittals required for engineered wood; daily log delivery tracks lumber deliveries; cost codes under Division 06",Compare lumber cost per SF of floor area by framing type and building height,"CLT and mass timber are a growing structural system with distinct submittal and fire protection requirements. Conventional framing has less formal submittals."
Masonry,Masonry,"All unit masonry — CMU, face brick, natural stone, manufactured stone, and accessories. CMU (standard, lightweight, split face, ground face), face brick (modular, queen, king, thin brick), natural stone (limestone, granite, marble, sandstone, slate), manufactured stone (cast stone, cultured stone, adhered veneer), mortar and grout (Type S, N, M), and accessories (ties, anchors, reinforcing, flashing, weeps, lintels). Color and pattern submittals are standard. Weather-sensitive installation.",CSI MasterFormat 04 00 00; TMS 402/602; BIA Technical Notes,"CMU, Face Brick, Thin Brick, Limestone, Granite, Cast Stone, Cultured Stone, Mortar, Ties, Lintels","Procore; Sage 300; Viewpoint Vista; CMiC; MS Excel; BIM (Revit); Masonry suppliers","Medium — submittals capture color/pattern selections; daily log delivery tracks masonry deliveries; cost codes under Division 04",Compare masonry cost per SF of wall face by unit type and wall height,"Color and pattern submittals are critical for approval. Masonry is seasonal in cold climates. Natural stone is often a separate specialty sub from brick/block."
Roofing,Roofing,"All roofing materials — membrane, metal, built-up, and accessories. Single-ply membrane (TPO, PVC, EPDM), built-up/modified bitumen (BUR, SBS, APP), metal roofing (standing seam, corrugated, architectural panels), insulation (polyiso, EPS, XPS, cover board), and accessories (fasteners, adhesive, walkway pads, snow guards, drains). Manufacturer warranty submittals are a key deliverable — warranty requirements drive material and installation specifications.",CSI MasterFormat 07 50 00 – 07 70 00; NRCA Roofing Manual; FM Global; UL,"TPO, PVC, EPDM, BUR, Modified Bitumen, Standing Seam, Polyiso, EPS, XPS","Procore; Sage 300; Viewpoint Vista; CMiC; MS Excel; Manufacturer reps; BIM (Revit)","Medium — submittals capture warranty specs; daily log delivery tracks roofing material deliveries; cost codes under Division 07",Compare roofing cost per square by system type and climate zone,"Manufacturer warranty requirements dictate material specs and installer certification. Weather-sensitive installation — daily log delays frequently reference roofing holds."
Waterproofing & Sealants,Waterproofing & Sealants,"All moisture protection — below-grade waterproofing, air/vapor barriers, sealants, flashing, and expansion joints. Below-grade waterproofing (sheet membrane, fluid-applied, bentonite, drainage board), air/vapor barriers (fluid-applied, self-adhered, mechanically fastened), sealants and caulking (silicone, urethane, hybrid, backer rod), flashing and sheet metal (through-wall, counter, cap, reglet, copings), and expansion joints. Failure leads to long-term moisture intrusion — a top rework driver.",CSI MasterFormat 07 10 00 – 07 95 00; ASTM E2112; ABAA,"Sheet Membrane, Fluid-Applied, Bentonite, Air Barrier, Silicone Sealant, Urethane, Flashing, Expansion Joint","Procore; Sage 300; Viewpoint Vista; CMiC; MS Excel; Bluebeam; Manufacturer reps","Medium — submittals capture product specs; quality observations capture waterproofing failures; cost codes under Division 07",Compare waterproofing defect rate and warranty claim frequency by membrane type and climate,"Waterproofing failures are consistently among the top rework drivers. Air barrier is increasingly a code requirement (IECC). Observation data is a strong signal for envelope failures."
Thermal & Fire Protection,Thermal & Fire Protection,"Insulation and fireproofing materials — building insulation, spray fireproofing, and firestopping. Building insulation (batt, rigid board, spray foam, blown-in — energy code driven), spray fireproofing (SFRM — cementitious and intumescent on structural steel), and firestopping (through-penetration, perimeter, and joint firestopping). Spray fireproofing follows steel erection and is critical path. Firestopping is inspection-critical — one of the most common inspection findings.",CSI MasterFormat 07 20 00 – 07 84 00; IECC; ASHRAE 90.1; UL Firestop Systems; IBC Chapter 7,"Batt Insulation, Rigid Board, Spray Foam, SFRM (Cementitious), SFRM (Intumescent), Firestopping","Procore; Sage 300; Viewpoint Vista; CMiC; MS Excel; UL Product iQ; Manufacturer reps","Medium — inspections capture firestopping compliance; submittals track product specs; cost codes under Division 07",Compare firestopping deficiency rate per floor and insulation cost per SF by climate zone,"Firestopping deficiencies are among the most common inspection findings across all project types. Spray fireproofing thickness is a frequent inspection checkpoint."
Doors Frames & Hardware,Doors Frames & Hardware,"All door assemblies — hollow metal, wood, specialty doors, finish hardware, and overhead doors. Hollow metal doors and frames (steel), wood doors (flush, stile and rail, fire-rated), specialty doors (FRP, aluminum, sliding, folding, acoustic), finish hardware (hinges, locksets, closers, exit devices, stops, ADA compliant), and overhead/coiling doors (roll-up, sectional, fire-rated coiling). The hardware schedule is one of the most detailed submittals on any project.",CSI MasterFormat 08 10 00 – 08 71 00; DHI; BHMA,"Hollow Metal Door, Wood Door, Specialty Door, Hinges, Locksets, Closers, Exit Devices, Overhead Door","Procore; Sage 300; Viewpoint Vista; CMiC; MS Excel; BIM (Revit door schedule); Manufacturer reps","Medium — submittals capture hardware schedules (high volume); daily log delivery tracks door deliveries; cost codes under Division 08",Compare door assembly cost per opening and hardware submittal cycle time by project type,"Hardware schedule is one of the most detailed and time-consuming submittals. ADA compliance drives hardware selection. Fire-rated assemblies require labeled components."
Glass & Glazing,Glass & Glazing,"All glass and glazing systems — curtain wall, windows, storefronts, skylights, and insulating glass units. Curtain wall systems (unitized and stick-built aluminum/glass facades), windows (aluminum, vinyl, wood — operable and fixed), storefronts and entrances (aluminum storefront, entrance doors, ADA), skylights (unit, ridge, pyramid, smoke vents), and IGUs (tempered, laminated, low-E, tinted, spandrel). Performance specs (U-factor, SHGC, VLT) drive selection. Major shop drawing submittals.",CSI MasterFormat 08 40 00 – 08 81 00; AAMA; ASTM E2190; NFRC,"Unitized Curtain Wall, Stick-Built CW, Aluminum Window, Storefront, Skylight, IGU (Low-E, Tempered, Laminated)","Procore; Sage 300; Viewpoint Vista; CMiC; MS Excel; BIM (Revit); Fabricator shop drawing systems","Medium — submittals capture shop drawings and performance specs; daily log delivery tracks glazing deliveries; cost codes under Division 08",Compare curtain wall cost per SF of facade and submittal turnaround time by system type,"Curtain wall is typically long lead — fabrication submittals are early and critical. Performance specs (thermal, structural, water) drive glazing selection. Unitized vs stick-built is a major design/schedule decision."
Interior Framing & Board,Interior Framing & Gypsum,"Metal framing and gypsum board — the backbone of interior partitions. Metal studs and track (light-gauge steel framing, deflection track, furring), gypsum board (regular, moisture-resistant, fire-rated, abuse-resistant, shaftliner), and plaster/stucco (traditional plaster, EIFS, synthetic stucco). Specialty boards (moisture, abuse, fire, shaftliner) require submittals. Gypsum board quantities are among the largest material volumes on any interior project.",CSI MasterFormat 09 20 00 – 09 29 00; ASTM C840; GA-216; ASTM C1396,"Metal Studs, Deflection Track, Regular Gypsum, Moisture-Resistant, Fire-Rated, Abuse-Resistant, Shaftliner, EIFS","Procore; Sage 300; Viewpoint Vista; CMiC; MS Excel; BIM (Revit); Manufacturer reps","Medium — submittals required for specialty boards; cost codes under Division 09",Compare gypsum board cost per SF of partition and framing labor productivity by partition type,"Specialty board requirements drive cost — abuse-resistant and fire-rated boards cost significantly more than standard. EIFS crosses into exterior work."
Ceilings,Ceiling Materials,"All ceiling systems — acoustic grid-and-tile and specialty ceilings. Acoustic ceilings (suspension grid, lay-in tile, tegular) and specialty ceilings (wood, metal, stretch, linear, open cell, cloud ceilings). Acoustic tile selection affects NRC ratings and aesthetics. Specialty ceilings are increasingly common in commercial lobbies and open office areas. Ceiling installation cannot begin until above-ceiling MEP is inspected and approved.",CSI MasterFormat 09 50 00 – 09 54 00; ASTM E1264; CISCA,"Grid, Lay-In Tile, Tegular, Wood Ceiling, Metal Ceiling, Stretch Ceiling, Linear, Cloud","Procore; Sage 300; Viewpoint Vista; CMiC; MS Excel; BIM (Revit ceiling plans); Manufacturer reps","Medium — submittals capture product specs; cost codes under Division 09",Compare ceiling cost per SF by system type and NRC requirement,"Ceiling grid installation is a coordination milestone — triggers MEP above-ceiling inspection. Specialty ceilings are significantly more expensive than standard acoustic tile."
Flooring,Flooring,"All flooring materials — tile, carpet, resilient, hardwood, stone, and resinous/specialty. Ceramic/porcelain tile (floor and wall tile, mosaics), carpet (broadloom, modular tile), resilient flooring (LVT, VCT, sheet vinyl, rubber, linoleum), hardwood (solid, engineered, prefinished), stone (marble, granite, terrazzo, slate), and resinous/specialty (epoxy, urethane, MMA, polished concrete, stained). Substrate moisture content must meet ASTM F2170 before resilient and wood installation.",CSI MasterFormat 09 30 00 – 09 68 00; TCNA Handbook; CRI-104; NWFA; ASTM F2170,"Ceramic Tile, Porcelain, Carpet Tile, LVT, VCT, Rubber, Hardwood, Terrazzo, Epoxy, Polished Concrete","Procore; Sage 300; Viewpoint Vista; CMiC; MS Excel; BIM (Revit floor finish plan); Manufacturer reps","Medium — submittals capture product specs and color selections; punch items reference flooring defects; cost codes under Division 09",Compare flooring cost per SF by material type and defect rate per installer,"Substrate moisture testing is a common delay driver — concrete moisture content must meet ASTM F2170. Multiple flooring subs per project is typical. Punch items frequently reference flooring."
Paint & Coatings,Paint & Coatings,"All painting and coating products — interior paint, exterior coatings, specialty coatings, primers, and wall coverings. Interior paint (latex, acrylic for walls, ceilings, trim), exterior paint and coatings (elastomeric, acrylic, high-performance), specialty coatings (epoxy, urethane, anti-graffiti, antimicrobial), primers and sealers (metal primer, wood sealer, block filler), and wall coverings (vinyl, fabric, FRP panels). Paint schedules are a standard submittal.",CSI MasterFormat 09 72 00 – 09 97 00; MPI Standards; SSPC,"Latex, Acrylic, Elastomeric, Epoxy, Urethane, Anti-Graffiti, Vinyl Wall Covering, FRP","Procore; Sage 300; Viewpoint Vista; CMiC; MS Excel; Manufacturer reps","Medium — submittals capture paint schedule and color selections; punch items reference paint touch-ups at high frequency",Compare paint cost per SF and touch-up punch item rate by project type,"Paint/finish is consistently the #1 punch item category across all project types. Color selection submittals are time-consuming. VOC compliance drives product selection."
Specialties,Specialties,"Division 10 specialties — toilet accessories, signage, fire protection specialties, wall/corner protection, and lockers/storage. Toilet accessories (partitions, grab bars, dispensers, mirrors), signage (interior/exterior, ADA, wayfinding), fire protection specialties (extinguishers, cabinets, blankets), wall and corner protection (corner guards, wall protection, handrails), and lockers/storage (lockers, shelving, mail boxes). Small individual scopes but numerous SKUs across a project.",CSI MasterFormat 10 00 00; ADA Standards for Accessible Design; NFPA 10,"Toilet Partitions, Grab Bars, Dispensers, Mirrors, ADA Signs, Wayfinding, Extinguisher Cabinets, Corner Guards, Lockers","Procore; Sage 300; Viewpoint Vista; CMiC; MS Excel; BIM (Revit); Manufacturer reps","Medium — submittals capture product specs; cost codes under Division 10",Compare specialty cost per SF by building occupancy type,"Often supplied by GC directly or by multiple specialty suppliers. ADA compliance drives signage and accessory selection. Fire protection specialties are code-required."
Casework & Millwork,Casework & Millwork,"Cabinets, countertops, trim, and custom millwork. Plastic laminate casework (standard commercial cabinets), wood casework (stain-grade cabinets), countertops (solid surface, quartz, granite, laminate, stainless), and trim/millwork (base, crown, casing, chair rail, paneling). Shop drawing submittals are standard — fabrication lead time drives schedule. Quality is highly visible to end users.","CSI MasterFormat 06 22 00 – 06 60 00; AWI Quality Standards (Economy/Custom/Premium)","Plastic Laminate, Wood Casework, Quartz Counter, Granite Counter, Solid Surface, Stainless, Base/Crown Trim","Procore; Sage 300; Viewpoint Vista; CMiC; MS Excel; BIM (Revit casework model); Custom fabricators","Medium — submittals capture shop drawings; daily log delivery tracks casework deliveries; cost codes under Division 06",Compare casework cost per LF and shop drawing cycle time by quality grade (Economy/Custom/Premium),"AWI quality grades (Economy, Custom, Premium) drive cost and specification detail. Long fabrication lead time — shop drawings are early critical path. Highly visible to end users — punch item driver."
Plumbing,Plumbing Materials,"All plumbing piping, fittings, and fixtures. Pipe: domestic water (copper, PEX, CPVC, stainless), waste/vent (cast iron, PVC, ABS, no-hub), valves and fittings (gate, ball, check, PRV, backflow preventers), and hangers/supports. Fixtures: water closets and urinals, lavatories and sinks, faucets and trim, carriers and supports, water heaters (tank, tankless, heat pump), and specialty fixtures (drinking fountains, eyewash, emergency showers). Every fixture requires a model-specific submittal.",CSI MasterFormat 22 00 00; IPC; UPC; ASME B31; ASSE,"Copper, PEX, CPVC, Cast Iron, PVC, Flush Valve, Tank Type, Wall-Hung, Undermount, Tankless Water Heater","Procore; Sage 300; Viewpoint Vista; CMiC; MS Excel; BIM (Revit plumbing model); Manufacturer reps","Medium — submittals capture every fixture by model (high volume); daily log delivery tracks fixture deliveries; cost codes under Division 22",Compare plumbing cost per fixture and submittal turnaround time by building type,"Plumbing fixture submittals are high-volume — every fixture by model number. Fixture count is a primary plumbing cost driver. Backflow preventer submittals are code-critical."
HVAC Distribution,HVAC Distribution,"All HVAC ductwork, piping, and insulation. Ductwork: sheet metal duct (rectangular, round, oval), flexible duct, duct fittings and accessories (elbows, tees, dampers, turning vanes, access doors), and diffusers/grilles/registers (supply, return, exhaust terminals). Piping: hydronic piping (chilled/hot water, condenser water), refrigerant piping (copper lines, fittings), and mechanical insulation (fiberglass, elastomeric, mineral wool, jacketing). Largest volume of material in above-ceiling spaces.",CSI MasterFormat 23 07 00 – 23 37 00; SMACNA Standards; ASHRAE; ASTM,"Rectangular Duct, Round Duct, Flex Duct, Dampers, Diffusers, CHW Pipe, Refrigerant Pipe, Pipe Insulation","Procore; Sage 300; Viewpoint Vista; CMiC; MS Excel; BIM (Revit MEP model); Sheet metal fabricators","Medium — submittals capture duct and terminal device specs; cost codes under Division 23",Compare HVAC duct cost per SF of conditioned area and distribution labor hours by system type,"Duct fabrication is increasingly off-site (shop fab vs field fab). Above-ceiling coordination with other MEP trades is a major scheduling challenge. Terminal device submittals are high-volume."
HVAC Equipment,HVAC Equipment & Controls,"Major HVAC equipment and building automation controls. Equipment: air handling units (central station AHUs, make-up air), rooftop units (packaged RTUs, DX cooling), split systems/VRF/heat pumps, chillers (air-cooled, water-cooled), cooling towers, boilers/furnaces, HVAC pumps (chilled water, hot water, condenser), and terminal units (VAV boxes, fan coils, unit heaters). Controls: thermostats/sensors, actuators/valves, DDC controllers, BAS panels. Major equipment submittals are early critical path.",CSI MasterFormat 23 09 00 – 23 81 00; ASHRAE Standards; AHRI; UL,"AHU, RTU, VRF, Chiller, Cooling Tower, Boiler, VAV Box, Fan Coil, BAS Panel, DDC Controller","Procore; Sage 300; Viewpoint Vista; CMiC; MS Excel; BIM (Revit equipment schedules); Tridium (controls); Manufacturer reps","Medium — submittals capture major equipment (long lead); daily log delivery tracks equipment arrivals; cost codes under Division 23",Compare HVAC equipment cost per ton of cooling and commissioning deficiency rate by system type,"Major HVAC equipment is long lead — submittal approval drives procurement schedule. Controls/BAS commissioning is a late-project critical path. VRF is growing market share vs traditional chilled water."
Electrical Power,Electrical Distribution & Wiring,"Power distribution equipment and wiring systems. Distribution: switchgear, transformers (dry-type, pad-mount), panelboards and breakers, disconnects and switches, motor starters/VFDs, and generators/UPS (permanent standby power). Wiring: wire and cable (THHN, MC, armored, fire alarm, medium voltage), conduit (EMT, rigid, IMC, PVC, flexible), cable tray and wireways, boxes and fittings, and devices (receptacles, switches, plates, floor boxes). Switchgear submittal is an early critical path item.",CSI MasterFormat 26 05 00 – 26 32 00; NEC (NFPA 70); IEEE; UL,"Switchgear, Transformer, Panel, VFD, Generator, UPS, THHN Wire, MC Cable, EMT, Rigid Conduit, Cable Tray","Procore; Sage 300; Viewpoint Vista; CMiC; MS Excel; BIM (Revit electrical model); Manufacturer reps","Medium — submittals capture major equipment; daily log delivery tracks electrical deliveries; cost codes under Division 26",Compare electrical cost per SF by building occupancy and electrical density (watts/SF),"Switchgear and transformer are long-lead items — submittal approval is early critical path. Generator sizing drives significant cost on mission-critical facilities (hospitals, data centers). VFDs increasingly standard."
Lighting,Lighting,"All light fixtures and controls — interior, exterior, emergency, and controls. Interior fixtures (troffers, downlights, pendants, linear, decorative), exterior fixtures (site, facade, parking, landscape lighting), emergency and exit (emergency battery units, exit signs, egress lighting — code-required), and lighting controls (dimmers, occupancy sensors, daylight harvesting, relay panels). Lighting submittals are among the highest volume on any project — every fixture type requires approval.",CSI MasterFormat 26 50 00 – 26 56 00; NEC; IES; IECC; ASHRAE 90.1,"Troffer, Downlight, Pendant, Linear, Decorative, Site Light, Emergency Battery, Exit Sign, Occupancy Sensor, Dimmer","Procore; Sage 300; Viewpoint Vista; CMiC; MS Excel; BIM (Revit lighting plan); AGi32; Manufacturer reps","Medium — submittals capture every fixture type (highest volume submittal); cost codes under Division 26",Compare lighting fixture cost per SF and energy code compliance approach by climate zone,"Lighting submittals are consistently the highest-volume submittal category. Energy code (IECC, ASHRAE 90.1) drives control requirements. LED is now standard — fixture cost has decreased while control complexity has increased."
Fire Protection,Fire Protection Systems,"All fire suppression and fire alarm materials — sprinkler pipe, heads, pumps, detection devices, notification devices, and control panels. Suppression: sprinkler pipe and fittings (Schedule 10/40, CPVC, grooved, threaded), sprinkler heads (pendant, upright, sidewall, concealed), fire pump and controller, standpipe and FDC, and specialty systems (clean agent, kitchen hood, foam, pre-action). Alarm: detection devices (smoke, heat, duct, beam detectors), notification devices (horns, strobes, speakers), pull stations and modules, and FACP/network panels.",CSI MasterFormat 21 00 00 / 28 31 00; NFPA 13; NFPA 72; FM Global; UL,"Wet Pipe, Dry Pipe, Pre-Action, Clean Agent, CPVC Pipe, Concealed Head, FACP, Smoke Detector, Strobe, Pull Station","Procore; Sage 300; Viewpoint Vista; CMiC; MS Excel; BIM (Revit sprinkler/FA model); Manufacturer reps","Medium — submittals capture system specs; inspections capture hydrostatic test and acceptance test results; cost codes under Divisions 21 and 28",Compare fire protection cost per SF by occupancy type and system type (wet vs dry vs specialty),"Fire suppression and fire alarm are increasingly separate subcontractors (separate unions and licensing). NFPA 13 compliance is inspection-critical. Fire alarm programming and acceptance testing is late-project critical path."
Low Voltage,Low Voltage Systems,"Data/telecom, security, AV, and paging systems. Communications: structured cabling (Cat6, Cat6A, fiber optic), data outlets and patch panels, data racks and enclosures, AV equipment (displays, projectors, speakers, conferencing, control), and paging/intercom. Security: CCTV/cameras (IP cameras, NVR, video management), access control (card readers, controllers, electric strikes/maglocks), and intrusion detection (motion sensors, door contacts, alarm panels). Technology density varies widely by building type.",CSI MasterFormat 27 00 00 – 28 00 00; BICSI; TIA/EIA-568; NFPA 72,"Cat6, Cat6A, Fiber Optic, Patch Panel, IP Camera, NVR, Card Reader, Maglocks, AV Display, Projector, Paging","Procore; Sage 300; Viewpoint Vista; CMiC; MS Excel; BIM (Revit); IT integrators; Security integrators","Medium — submittals capture system specs; cost codes under Divisions 27-28",Compare low voltage cost per SF by building type and technology density,"Communications and security are often separate specialty subs. AV complexity has increased significantly — conference room technology is a major scope item. Access control drives hardware requirements on doors."
Site Materials,Site & Utility Materials,"Sitework and infrastructure materials — soil/fill, utility pipe, manholes, geotextiles, paving, fencing, and landscaping. Soil/fill material (structural fill, gravel, sand, aggregate, topsoil), utility pipe (ductile iron, PVC, HDPE, RCP, corrugated), manholes and structures (precast manholes, catch basins, junction boxes), geotextiles and erosion control (silt fence, wattles, stabilization fabric, geogrid), paving (asphalt, concrete paving, pavers), fencing and gates, and landscaping (plants, trees, irrigation, soil amendments).",CSI MasterFormat 31 00 00 – 33 00 00; AASHTO; ASTM D698; EPA SWPPP,"Structural Fill, Gravel, DI Pipe, PVC Pipe, HDPE, Precast Manhole, Silt Fence, Asphalt, Concrete Paving, Chain Link","Procore; Sage 300; Viewpoint Vista; CMiC; MS Excel; HCSS HeavyJob; Paving contractors; Utility subs","Medium — submittals required for utility pipe; daily log delivery tracks material arrivals; daily log delay captures weather/site issues",Compare site work cost per acre and utility cost per LF of trench by soil condition,"Soil/fill material is not typically in PM material tables — tracked via delivery logs and procurement. Paving and landscaping are late-project scopes. Geotechnical testing drives compaction specifications."
Vertical Transportation,Elevator & Conveying,"All vertical transportation — traction elevators, hydraulic elevators, MRL (machine-room-less) elevators, escalators, moving walks, and cab finishes. Traction elevators (gearless and geared — high-rise standard), hydraulic elevators (low-rise, freight), MRL elevators (growing mid-rise market), escalators and moving walks, and cab finishes (interior panels, ceilings, flooring, handrails). Typically proprietary — one manufacturer's installer per project. Long equipment lead time.",CSI MasterFormat 14 00 00; ASME A17.1; ANSI A17.1,"Traction Elevator, Hydraulic Elevator, MRL Elevator, Escalator, Moving Walk, Cab Finishes","Procore; Sage 300; Viewpoint Vista; CMiC; MS Excel; Elevator OEMs (Otis, Schindler, KONE, thyssenkrupp)","Medium — submittals capture elevator specs; vendor directory identifies elevator sub; cost codes under Division 14",Compare elevator cost per stop and installation duration per floor by system type,"Proprietary trade — limited submittal detail due to manufacturer IP. Elevator inspection is jurisdictional. MRL systems are gaining market share over traditional traction in mid-rise buildings."
"--- STANDARD MEASURES: KPIs and metrics derived from resource entities — labor, equipment, and materials. ---",,,,,,,,
Standard Measures,Labor Productivity Rate,"Output per labor hour for a given trade — the fundamental measure of workforce efficiency. Calculation: units installed ÷ total labor hours. Units vary by trade (CY for concrete, SF for drywall, tons for steel). Requires daily log manpower hours and daily log productivity/quantity records. Source entities: manpower logs, productivity logs, timecard entries.",AACE RP 22R-01; CII Benchmarking,"0.5–2.0 SF/labor-hour (drywall), 0.3–1.0 CY/labor-hour (concrete), varies widely by trade","Procore; Sage 300; Viewpoint Vista; CMiC; HCSS; MS Excel","Medium — daily log manpower captures hours; daily log productivity captures quantities; linking requires matching trade to output",Compare labor productivity rates across project types and geographic regions for the same trade,"Requires clean trade-to-output mapping — often not available in structured data. Weather, overtime, and learning curve all affect rates. Best measured at trade level, not aggregate."
Standard Measures,Crew Size per Trade,"Average and peak headcount for a specific trade on a project. Calculation: sum of workers reported per trade per day from manpower logs. Tracking over time shows workforce loading curve — early ramp, peak, and demobilization. Source entities: manpower logs.",OSHA recordkeeping; CII Workforce Planning,"5–15 (typical crew), 50–200+ (peak on large projects)","Procore; Sage 300; Viewpoint Vista; CMiC; HCSS; MS Excel","Medium — daily log manpower captures headcount by trade; workforce timecard tables exist but not widely available",Compare peak crew size and workforce loading shape by project type and total value band,"Trade name normalization is essential — same trade may be logged under different names across companies. Headcount-based, not FTE-based."
Standard Measures,Labor Cost per Unit,"Cost of labor per unit of output — combines productivity and wage rate. Calculation: total labor cost for trade ÷ total units installed. Requires cost code breakdown by trade and quantity tracking. Source entities: cost codes, manpower logs, productivity logs, financial commitments.",AACE Cost Engineering Terminology,"$5–$15/SF (drywall), $50–$150/CY (concrete placement), varies by market","Procore; Sage 300; Viewpoint Vista; CMiC; MS Excel","Medium — cost codes capture labor cost; linking to units requires productivity data or budget line item units",Compare labor cost per unit by trade across regions and project types to identify efficiency outliers,"Wage rates vary significantly by region and union status. Overtime premium distorts per-unit cost. Best used for relative comparison, not absolute targets."
Standard Measures,Equipment Utilization Rate,"Percentage of available time that equipment is actively in use. Calculation: active operating hours ÷ total available hours on site. High utilization indicates right-sizing; low utilization suggests oversized fleet or scheduling gaps. Source entities: equipment logs, telematics.",CII Equipment Management,"60–85% (target utilization)","Procore; Sage 300; Viewpoint Vista; CMiC; Fleet: telematics platforms; MS Excel","Low — daily log equipment captures presence but not operating hours; telematics data lives outside PM systems",Compare equipment utilization rates by equipment type and project phase to optimize fleet sizing,"Telematics provide the best utilization data but are rarely integrated into PM systems. Daily log equipment captures on-site presence, not active use."
Standard Measures,Material Waste Rate,"Percentage of material ordered that is not installed — waste, damage, theft, or over-ordering. Calculation: (quantity ordered − quantity installed) ÷ quantity ordered × 100. Typical rates: 2–5% for steel, 5–10% for concrete, 10–15% for drywall. Source entities: procurement records, productivity logs, delivery logs.",WRAP (Waste & Resources Action Programme); LEED MR credits,"2–5% (steel), 5–10% (concrete), 10–15% (drywall/lumber), varies by material","Procore; Sage 300; Viewpoint Vista; CMiC; MS Excel; BIM (takeoff vs installed)","Low — delivery logs capture inbound quantities; productivity logs capture installed quantities; but linking the two is manual",Compare material waste rates by material type and project type to identify over-ordering patterns,"Waste tracking is increasingly important for LEED credits and ESG reporting. BIM-to-field quantity comparison is the emerging approach. Most companies track waste informally."
Standard Measures,Submittal Turnaround Time,"Days from submittal submission to final approval — a leading indicator of schedule risk. Calculation: approval_date − submission_date for each submittal. Long turnaround on critical submittals (structural steel, curtain wall, major equipment) delays procurement and fabrication. Source entities: submittals.",AIA A201 (standard review periods),"7–14 days (typical target), 21–45 days (complex submittals)","Procore; Sage 300; Viewpoint Vista; CMiC; MS Excel; Bluebeam","High — submittals table tracks submission and approval dates with structured status workflow",Compare submittal turnaround time by division and reviewer to identify bottlenecks,"Long turnaround on critical-path submittals (steel shop drawings, curtain wall, major MEP equipment) is a leading schedule risk indicator. Re-submittals compound the delay."
